,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Level,Organ
2483,MERFISH,Hypothalamus,Animal1_Bregma0.16,BASS,0.7188818090375103,0.7506648985727964,0.7755487825162567,0.9050106403559683,0.7755751047093316,0.7273050478552981,0.7506648985727964,826.5705720424652,1569.1200000000001,0.583478429096537,0.054549763649921604,-0.1498004617221963,celltype,Brain
2484,MERFISH,Hypothalamus,Animal1_Bregma0.16,Banksy,0.3783292224907377,0.5716088028372106,0.5087052522196582,0.7680402398916618,0.5849546831615768,0.5588583173110527,0.5716088028372106,10.269720602035523,84.32580947875977,0.5821242019733024,0.054796402066217095,-0.0767688900446993,celltype,Brain
2485,MERFISH,Hypothalamus,Animal1_Bregma0.16,CCST,0.14509329601884832,0.2010959223433899,0.3101673199724762,0.5094215515573612,0.2071192253801224,0.19552437595063787,0.2010959223433899,438.79666900634766,1769.2166311264039,0.13062487908686396,0.0306860297498631,-0.10424795267764245,celltype,Brain
2486,MERFISH,Hypothalamus,Animal1_Bregma0.16,CellCharter,0.35339319790897095,0.47211426013917357,0.47820824758080677,0.7061327142580771,0.4951669646787177,0.45138163453284896,0.47211426013917357,7.127192783355713,84.30468273162842,0.5660282453085703,0.0476666928880302,-0.08190360097861542,celltype,Brain
2487,MERFISH,Hypothalamus,Animal1_Bregma0.16,DeepST,0.39449489121550885,0.47251498528639974,0.577141295097346,0.6982395047397949,0.418308140994854,0.5431543386097675,0.47251498528639974,250.31607909202572,624.65882396698,0.22863223060553298,0.04075453919616082,-0.1710502351630995,celltype,Brain
2488,MERFISH,Hypothalamus,Animal1_Bregma0.16,GraphST,0.1778097073461665,0.23355922447045127,0.357549322070807,0.5455600696459664,0.2316436529610518,0.2355067416974525,0.23355922447045127,15.071459102630616,841.1636510848999,0.0928612884503772,0.0294638781908585,-0.1347112815623461,celltype,Brain
2489,MERFISH,Hypothalamus,Animal1_Bregma0.16,PRECAST,0.6104614494659911,0.689479753790378,0.6871917217964301,0.8307216095956665,0.7255254198363186,0.6568462184431503,0.689479753790378,26.463930082321166,151.28,0.5987618494873284,0.05672572567291599,-0.078910722849024,celltype,Brain
2490,MERFISH,Hypothalamus,Animal1_Bregma0.16,SEDR,0.5394396218946191,0.5982448801997415,0.6371247412338256,0.77968659315148,0.6030280241346508,0.593601311130455,0.5982448801997416,21.934369230270384,624.807544517517,0.4718127297349584,0.046392820975049556,-0.08434412738735192,celltype,Brain
2491,MERFISH,Hypothalamus,Animal1_Bregma0.16,STAGATE,0.20854794039861804,0.23364312304839138,0.3966211559966157,0.5566260398529697,0.2262424792305217,0.24166170994213557,0.23364312304839138,39.09970393180847,314.6565422058105,0.07459856838846965,0.03145266858165444,-0.1232445319165794,celltype,Brain
2492,MERFISH,Hypothalamus,Animal1_Bregma0.16,SpaGCN,0.6479151776322628,0.6210610739665069,0.7183771778012877,0.8210485587154188,0.6362960947938838,0.606538546691765,0.6210610739665069,16.546516752243043,525.6339994430542,0.579802669762043,0.05006727204379639,-0.0813999598933661,celltype,Brain
2493,MERFISH,Hypothalamus,Animal1_Bregma0.16,SpaceFlow,0.1857572357664697,0.1899743148371897,0.34002732567943045,0.5185142193847939,0.19632459697253454,0.18404414066999586,0.18997431483718977,41.767766332626344,339.33401279449464,0.049796865931514736,0.0287038804904318,-0.050419173295426126,celltype,Brain
