,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Level
121,MERFISH,Hypothalamus,Animal1_Bregma-0.04,DeepST,0.111733064,0.278044822,0.409190089,0.400983965,0.214015472,0.396769976,0.278044822,278.9804951,703.3072197,0.152514577,0.037441449,-0.25014543,domain
122,MERFISH,Hypothalamus,Animal1_Bregma-0.04,GraphST,0.359438548,0.459820966,0.472851393,0.64340379,0.460821661,0.458824608,0.459820966,16.96950946,946.5822275,0.156523324,0.031063867,-0.151967131,domain
123,MERFISH,Hypothalamus,Animal1_Bregma-0.04,PRECAST,0.133785078,0.219238415,0.285045615,0.444241983,0.220356338,0.218131777,0.219238415,28.071768,111.92,0.568330904,0.054675169,-0.146322659,domain
124,MERFISH,Hypothalamus,Animal1_Bregma-0.04,SEDR,0.171628141,0.292275403,0.317717201,0.491982507,0.293109448,0.29175831,0.292275403,25.34741693,703.4614527,0.514504373,0.04811813,-0.144964339,domain
125,MERFISH,Hypothalamus,Animal1_Bregma-0.04,STAGATE,0.324219521,0.472893964,0.454858748,0.625838192,0.459077384,0.487958209,0.472893964,44.65962472,355.1529486,0.100728863,0.031730616,-0.197419836,domain
126,MERFISH,Hypothalamus,Animal1_Bregma-0.04,SpaGCN,0.104917959,0.193510663,0.258509888,0.41654519,0.194759709,0.192277536,0.193510663,46.81073833,596.7375154,0.625728863,0.049697739,-0.176534892,domain
127,MERFISH,Hypothalamus,Animal1_Bregma-0.04,SpaceFlow,0.459091984,0.587841842,0.551411639,0.722995627,0.591128612,0.584592401,0.587841842,61.33050675,391.4589893,0.037609329,0.029677062,-0.127388111,domain
128,MERFISH,Hypothalamus,Animal1_Bregma-0.04,SpatialMGCN,0.071630112,0.17439127,0.295219177,0.346027697,0.159576014,0.192239002,0.17439127,53.5790298,475.5191916,0.464650146,0.053932041,-0.184433113,domain
129,MERFISH,Hypothalamus,Animal1_Bregma-0.04,stLearn,0.114368358,0.199030781,0.267508703,0.41191691,0.200689948,0.197421812,0.199030781,1.556671715,24.44513702,0.688921283,0.056644078,-0.13801135,domain
130,MERFISH,Hypothalamus,Animal1_Bregma-0.09,BASS,0.363058427,0.632542453,0.508980638,0.810869174,0.695256738,0.580206089,0.632542453,888.2979719,1562.12,0.51034731,0.055067088,-0.143834594,celltype
131,MERFISH,Hypothalamus,Animal1_Bregma-0.09,Banksy,0.320857224,0.584937994,0.512832124,0.735468778,0.584335126,0.585542108,0.584937994,14.80779514,90.63806458,0.385099874,0.051368541,-0.192414183,celltype
132,MERFISH,Hypothalamus,Animal1_Bregma-0.09,CCST,0.097814277,0.17382742,0.288516526,0.525067482,0.19015538,0.160094601,0.17382742,504.7157276,2036.059761,0.106568292,0.031306753,-0.168350812,celltype
133,MERFISH,Hypothalamus,Animal1_Bregma-0.09,CellCharter,0.305154011,0.499800179,0.459331795,0.755803491,0.558896127,0.45229075,0.499800179,9.999185944,90.59265423,0.560950153,0.050859474,-0.171295593,celltype
134,MERFISH,Hypothalamus,Animal1_Bregma-0.09,DeepST,0.240762388,0.394469185,0.474037587,0.66442325,0.373295676,0.419822052,0.394469185,262.9172471,720.8849726,0.207737988,0.041132766,-0.113602886,celltype
135,MERFISH,Hypothalamus,Animal1_Bregma-0.09,GraphST,0.100503594,0.183555016,0.289113959,0.549217204,0.201556191,0.16850562,0.183555016,16.62789927,970.0878145,0.138024114,0.031386052,-0.140905237,celltype
136,MERFISH,Hypothalamus,Animal1_Bregma-0.09,PRECAST,0.412384684,0.618867233,0.549298619,0.869174015,0.696411338,0.556861719,0.618867233,30.58869801,138.8,0.605542559,0.056441144,-0.16103329,celltype
137,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SEDR,0.219778382,0.396996915,0.393011494,0.63696239,0.434777724,0.365319366,0.396996915,24.84148908,721.0386019,0.37084758,0.042785406,-0.190000848,celltype
138,MERFISH,Hypothalamus,Animal1_Bregma-0.09,STAGATE,0.082836155,0.160887246,0.281608334,0.527982724,0.17469349,0.149139825,0.160887246,43.52582903,363.8622227,0.104408854,0.03253006,-0.161802286,celltype
139,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SpaGCN,0.285928046,0.462983052,0.45017662,0.707036171,0.489604744,0.43910711,0.462983052,20.44874063,602.4363319,0.533021414,0.045710538,-0.156546953,celltype
140,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SpaceFlow,0.089323388,0.152059475,0.27110544,0.520820587,0.171355304,0.136680273,0.152059475,53.87064443,400.2984171,0.042828864,0.029821372,-0.103483293,celltype
141,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SpatialMGCN,0.367211363,0.60594413,0.512197399,0.824365665,0.666380652,0.555558479,0.60594413,46.39550791,487.3651573,0.57477056,0.056637774,-0.180212146,celltype
142,MERFISH,Hypothalamus,Animal1_Bregma-0.09,stLearn,0.40935826,0.644821252,0.546549336,0.857621019,0.721209028,0.583085114,0.644821252,1.576029825,24.67087994,0.64876732,0.057702478,-0.151956608,celltype
143,MERFISH,Hypothalamus,Animal1_Bregma-0.09,BASS,0.57101358,0.636813005,0.643264738,0.76750045,0.653952516,0.620548971,0.636813005,970.2214,1678.54,0.052906244,0.031303633,-0.043067074,domain
144,MERFISH,Hypothalamus,Animal1_Bregma-0.09,Banksy,0.306798327,0.497688387,0.449118347,0.610941155,0.482693602,0.513644661,0.497688387,11.14942551,90.65256042,0.056865215,0.029818718,-0.153006907,domain
145,MERFISH,Hypothalamus,Animal1_Bregma-0.09,CCST,0.329075343,0.441652322,0.442974491,0.593449703,0.448421552,0.435205896,0.441652322,499.0746916,2043.071958,0.057657009,0.030132706,-0.124998119,domain
146,MERFISH,Hypothalamus,Animal1_Bregma-0.09,CellCharter,0.175442026,0.282770611,0.316146353,0.479467338,0.28750684,0.27824084,0.282770611,9.753859425,90.60304871,0.492531942,0.048694056,-0.163006858,domain
147,MERFISH,Hypothalamus,Animal1_Bregma-0.09,DeepST,0.16996762,0.329981925,0.444759927,0.434802951,0.263921861,0.452987098,0.329981925,276.0112531,720.9104492,0.14900126,0.037258642,-0.162662377,domain
148,MERFISH,Hypothalamus,Animal1_Bregma-0.09,GraphST,0.398853259,0.502212506,0.501273307,0.655749505,0.508174287,0.496388988,0.502212506,15.37557287,970.127124,0.129566313,0.030717584,-0.115506528,domain
149,MERFISH,Hypothalamus,Animal1_Bregma-0.09,PRECAST,0.177446051,0.246351411,0.324864371,0.454381861,0.246273645,0.246429227,0.246351411,28.26570001,129.08,0.569911823,0.053828715,-0.11195838,domain
150,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SEDR,0.264830631,0.383147211,0.414983639,0.540795393,0.371046666,0.396525039,0.383147211,24.23760118,721.0614349,0.34565413,0.042802909,-0.189379329,domain
151,MERFISH,Hypothalamus,Animal1_Bregma-0.09,STAGATE,0.419393174,0.514803529,0.532219742,0.660356307,0.499499242,0.531211501,0.514803529,43.7298017,363.8839724,0.097066763,0.032160597,-0.171415958,domain
152,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SpaGCN,0.202816523,0.300853284,0.345431554,0.504948713,0.29868645,0.303051787,0.300853284,38.82943711,609.2886593,0.529782257,0.045717377,-0.156210379,domain
153,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SpaceFlow,0.539010691,0.627103941,0.617564972,0.762065863,0.636310807,0.618438875,0.627103941,60.76667666,404.9799063,0.037322296,0.029647559,-0.09224617,domain
154,MERFISH,Hypothalamus,Animal1_Bregma-0.09,SpatialMGCN,0.206735346,0.278640804,0.359226507,0.486593486,0.272569291,0.284988967,0.278640804,52.98850217,487.2193571,0.511786935,0.05452404,-0.092230864,domain
155,MERFISH,Hypothalamus,Animal1_Bregma-0.09,stLearn,0.187693695,0.269275454,0.326771913,0.482634515,0.273137631,0.265556904,0.269275454,1.496013975,24.69301472,0.615763901,0.054154756,-0.133730602,domain
156,MERFISH,Hypothalamus,Animal1_Bregma-0.14,BASS,0.430872509,0.651882769,0.567319753,0.858083024,0.722420361,0.593894523,0.651882769,917.836476,1746.84,0.500843739,0.052996863,-0.151662066,celltype
157,MERFISH,Hypothalamus,Animal1_Bregma-0.14,Banksy,0.295716661,0.560763464,0.485036429,0.740465744,0.57871575,0.54389146,0.560763464,12.90122299,96.63917809,0.385420182,0.048974097,-0.2294488,celltype
158,MERFISH,Hypothalamus,Animal1_Bregma-0.14,CCST,0.082852548,0.169503703,0.279332441,0.54238947,0.18755523,0.154631427,0.169503703,566.4448424,2310.646358,0.091697604,0.029972643,-0.163145784,celltype
159,MERFISH,Hypothalamus,Animal1_Bregma-0.14,CellCharter,0.294985642,0.46010373,0.45656724,0.723489706,0.507078683,0.421232888,0.46010373,8.370350266,96.57931938,0.490482619,0.049227473,-0.142703912,celltype
160,MERFISH,Hypothalamus,Animal1_Bregma-0.14,DeepST,0.244642085,0.392447189,0.489207994,0.67121161,0.367068528,0.423412763,0.392447189,284.3042352,818.7911835,0.178737766,0.03923113,-0.148410431,celltype
161,MERFISH,Hypothalamus,Animal1_Bregma-0.14,GraphST,0.046802711,0.176826603,0.264350053,0.557880526,0.194232723,0.162283597,0.176826603,17.08808184,1101.219735,0.14242322,0.030239326,-0.127163916,celltype
162,MERFISH,Hypothalamus,Animal1_Bregma-0.14,PRECAST,0.397124039,0.604493431,0.539268985,0.828720891,0.671973868,0.549329128,0.604493431,32.63159404,137.62,0.547249409,0.054268233,-0.132698286,celltype
163,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SEDR,0.279532387,0.509825646,0.44749973,0.736922038,0.557604865,0.469711102,0.509825646,24.77449083,818.9510078,0.432568343,0.046770036,-0.197827456,celltype
164,MERFISH,Hypothalamus,Animal1_Bregma-0.14,STAGATE,0.114168186,0.190714205,0.30262857,0.572224097,0.212765044,0.172805867,0.190714205,44.01782985,412.8495222,0.115457307,0.031450135,-0.180728014,celltype
165,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SpaGCN,0.328010781,0.492426963,0.480583709,0.795646304,0.551210032,0.444973364,0.492426963,10.36167979,685.2212864,0.554168073,0.04823724,-0.197525792,celltype
166,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SpaceFlow,0.076403021,0.136771184,0.260341376,0.531859602,0.155811153,0.121900743,0.136771184,76.64413571,463.4297892,0.034357071,0.028784483,-0.072223907,celltype
167,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SpatialMGCN,0.407083866,0.660547044,0.551802508,0.834627067,0.713720342,0.614747388,0.660547044,52.10025458,552.9982676,0.478569018,0.053523375,-0.184290179,celltype
168,MERFISH,Hypothalamus,Animal1_Bregma-0.14,stLearn,0.435635719,0.647546695,0.570962378,0.866621667,0.718643998,0.589328446,0.647546695,1.634195423,26.28834305,0.581471482,0.056009894,-0.147407121,celltype
169,MERFISH,Hypothalamus,Animal1_Bregma-0.14,BASS,0.590302145,0.637153427,0.664576898,0.788896389,0.650247984,0.62457585,0.637153427,1013.147354,1690.04,0.043536956,0.029225609,-0.064647021,domain
170,MERFISH,Hypothalamus,Animal1_Bregma-0.14,Banksy,0.286833987,0.507913386,0.443333848,0.64242322,0.494282384,0.522317523,0.507913386,11.44137425,96.64812374,0.055349308,0.028889042,-0.155333791,domain
171,MERFISH,Hypothalamus,Animal1_Bregma-0.14,CCST,0.307726385,0.46352698,0.426155551,0.628923388,0.481207405,0.447127486,0.46352698,555.5906925,2318.108562,0.048228147,0.029014426,-0.072379916,domain
172,MERFISH,Hypothalamus,Animal1_Bregma-0.14,CellCharter,0.210988324,0.320304806,0.365549129,0.529699629,0.31724062,0.323429661,0.320304806,10.7606101,96.59005699,0.402632467,0.045884549,-0.160876455,domain
173,MERFISH,Hypothalamus,Animal1_Bregma-0.14,DeepST,0.220470553,0.376670669,0.466029639,0.509652379,0.317372468,0.472690953,0.376670669,296.8836077,818.8003422,0.149780628,0.036859511,-0.126378657,domain
174,MERFISH,Hypothalamus,Animal1_Bregma-0.14,GraphST,0.405679676,0.495300338,0.526692528,0.67279784,0.486841304,0.504058527,0.495300338,15.40107808,1101.244938,0.121160985,0.029637133,-0.135258658,domain
175,MERFISH,Hypothalamus,Animal1_Bregma-0.14,PRECAST,0.198312986,0.273059462,0.368689084,0.497131286,0.264526336,0.282161463,0.273059462,29.99534206,127.92,0.425919676,0.050679743,-0.09959075,domain
176,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SEDR,0.227138747,0.337376795,0.380272161,0.536280796,0.334168299,0.340758434,0.337376795,24.30241871,818.9606081,0.408201147,0.046156391,-0.178552851,domain
177,MERFISH,Hypothalamus,Animal1_Bregma-0.14,STAGATE,0.361236317,0.492360902,0.489082319,0.622173473,0.483374332,0.501743908,0.492360902,44.46594052,412.8806986,0.087512656,0.030468982,-0.192497326,domain
178,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SpaGCN,0.188121492,0.265771169,0.333798963,0.494768815,0.270560189,0.261148735,0.265771169,61.41427078,699.8333027,0.498987513,0.048075874,-0.123558269,domain
179,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SpaceFlow,0.462109784,0.56721071,0.557071843,0.698751266,0.583129566,0.552163737,0.56721071,68.08270516,448.5061926,0.028889639,0.028694489,-0.072575099,domain
180,MERFISH,Hypothalamus,Animal1_Bregma-0.14,SpatialMGCN,0.204800453,0.283090524,0.372177025,0.493418832,0.275517224,0.291091936,0.283090524,59.50582757,552.8985441,0.434863314,0.051877528,-0.08476072,domain
181,MERFISH,Hypothalamus,Animal1_Bregma-0.14,stLearn,0.196236014,0.267513516,0.34109386,0.486196423,0.271687639,0.26348003,0.267513516,1.551521921,26.30899258,0.567296659,0.052599107,-0.147215773,domain
182,MERFISH,Hypothalamus,Animal1_Bregma-0.19,BASS,0.444651505,0.666374671,0.574770245,0.880062037,0.734793444,0.609611917,0.666374671,907.3506021,1712.48,0.535585042,0.052790041,-0.153173569,celltype
183,MERFISH,Hypothalamus,Animal1_Bregma-0.19,Banksy,0.392905856,0.592560168,0.542478701,0.753575737,0.62533211,0.563052148,0.592560168,12.30469341,94.63707294,0.432534896,0.051072064,-0.128133675,celltype
184,MERFISH,Hypothalamus,Animal1_Bregma-0.19,CCST,0.094470575,0.178869871,0.291342585,0.548543857,0.193027862,0.166666133,0.178869871,542.7478426,2227.89639,0.083991039,0.02962197,-0.151276711,celltype
185,MERFISH,Hypothalamus,Animal1_Bregma-0.19,CellCharter,0.219047475,0.416598685,0.395715479,0.685783216,0.452524157,0.386739775,0.416598685,7.111450052,94.58683414,0.469033259,0.048589329,-0.136612269,celltype
186,MERFISH,Hypothalamus,Animal1_Bregma-0.19,DeepST,0.377405755,0.446591225,0.621934365,0.697811477,0.388477354,0.534054735,0.446591225,279.8520174,785.4630547,0.194485611,0.039674292,-0.183898806,celltype
187,MERFISH,Hypothalamus,Animal1_Bregma-0.19,GraphST,0.101506203,0.196395087,0.304273072,0.555574703,0.209510785,0.184824771,0.196395087,15.76809378,1056.585638,0.122005859,0.030138706,-0.123340537,celltype
188,MERFISH,Hypothalamus,Animal1_Bregma-0.19,PRECAST,0.367272948,0.614369089,0.511843754,0.795278304,0.674444493,0.56412066,0.614369089,32.51265001,138,0.505255902,0.052096821,-0.157710258,celltype
189,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SEDR,0.287239692,0.475359831,0.44955035,0.725762537,0.516296921,0.440694952,0.475359831,24.73072214,785.6205204,0.389557126,0.044039356,-0.185159742,celltype
190,MERFISH,Hypothalamus,Animal1_Bregma-0.19,STAGATE,0.099201374,0.195583417,0.295990731,0.558125108,0.210844121,0.182390305,0.195583417,43.35572629,396.0915838,0.105945201,0.03112444,-0.146059367,celltype
191,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SpaGCN,0.313541842,0.508790012,0.468873631,0.750473893,0.554327518,0.470166276,0.508790012,16.04026012,658.2285095,0.488712735,0.046102371,-0.17353029,celltype
192,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SpaceFlow,0.061479591,0.134324455,0.241696584,0.509943133,0.151405042,0.120709282,0.134324455,41.71008515,416.4178196,0.04318456,0.028993362,-0.03770424,celltype
193,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SpatialMGCN,0.458038114,0.650808366,0.586171338,0.861967948,0.704021873,0.605073848,0.650808366,46.88501883,530.5122169,0.571256247,0.053010973,-0.149096744,celltype
194,MERFISH,Hypothalamus,Animal1_Bregma-0.19,stLearn,0.452911657,0.657508005,0.582073392,0.880682406,0.728859738,0.598944885,0.657508005,1.499024487,25.75504398,0.619369292,0.054860088,-0.149405472,celltype
195,MERFISH,Hypothalamus,Animal1_Bregma-0.19,BASS,0.619921963,0.710249419,0.694060961,0.745304153,0.681654718,0.741348199,0.710249419,986.783272,1650.58,0.034809581,0.029486167,-0.050560927,domain
196,MERFISH,Hypothalamus,Animal1_Bregma-0.19,Banksy,0.386634103,0.587467961,0.52008886,0.667585732,0.55556937,0.623252659,0.587467961,12.05450373,94.64659595,0.058935034,0.029340941,-0.112161298,domain
197,MERFISH,Hypothalamus,Animal1_Bregma-0.19,CCST,0.324319411,0.441608377,0.444775922,0.569050491,0.420392215,0.465470044,0.441608377,538.4956191,2234.352919,0.05814234,0.028812808,-0.149717378,domain
198,MERFISH,Hypothalamus,Animal1_Bregma-0.19,CellCharter,0.174246373,0.287978232,0.324889586,0.416301913,0.277282368,0.30020557,0.287978232,9.843776846,94.598452,0.473720489,0.047290512,-0.131255309,domain
199,MERFISH,Hypothalamus,Animal1_Bregma-0.19,DeepST,0.13420941,0.308195174,0.414933392,0.379355506,0.238055309,0.440164717,0.308195174,292.1686604,785.4713549,0.157952783,0.037198516,-0.174720363,domain
200,MERFISH,Hypothalamus,Animal1_Bregma-0.19,GraphST,0.492661309,0.576366343,0.583510538,0.718766155,0.561942946,0.591549656,0.576366343,15.08967195,1056.610355,0.125969326,0.030608621,-0.127163175,domain
201,MERFISH,Hypothalamus,Animal1_Bregma-0.19,PRECAST,0.256628709,0.318115507,0.384167116,0.497673617,0.313891602,0.322454641,0.318115507,30.51636395,128.3,0.470273996,0.04879021,-0.154302202,domain
202,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SEDR,0.271786036,0.393709528,0.414116827,0.515354127,0.375194121,0.414222469,0.393709528,22.78088789,785.6297894,0.360503188,0.042656004,-0.187650937,domain
203,MERFISH,Hypothalamus,Animal1_Bregma-0.19,STAGATE,0.427776378,0.563234557,0.535762149,0.671376874,0.543827461,0.584705023,0.563234557,43.90159645,396.1358292,0.102188523,0.030821322,-0.148780657,domain
204,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SpaGCN,0.218078351,0.2776328,0.340997807,0.477166983,0.280079508,0.275228469,0.2776328,55.30466919,662.094944,0.577976908,0.04771438,-0.125595994,domain
205,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SpaceFlow,0.447466686,0.584139319,0.536859571,0.684645873,0.577955316,0.590477924,0.584139319,52.53413286,426.179229,0.038359469,0.028917541,-0.003545549,domain
206,MERFISH,Hypothalamus,Animal1_Bregma-0.19,SpatialMGCN,0.187372634,0.265614693,0.332238731,0.432534896,0.25689206,0.274950492,0.265614693,60.49810166,530.5373716,0.547647768,0.052094406,-0.118922434,domain
207,MERFISH,Hypothalamus,Animal1_Bregma-0.19,stLearn,0.199368962,0.266638817,0.331859633,0.445872824,0.264554411,0.268790608,0.266638817,1.43357935,25.76864872,0.598069964,0.052253686,-0.135430709,domain
208,MERFISH,Hypothalamus,Animal1_Bregma-0.24,BASS,0.532138894,0.714478255,0.63518937,0.899693307,0.776145978,0.661888704,0.714478255,842.5564499,1657.26,0.58434061,0.054870191,-0.139705628,celltype
209,MERFISH,Hypothalamus,Animal1_Bregma-0.24,Banksy,0.420908345,0.639429768,0.566773067,0.75771243,0.63879247,0.640068339,0.639429768,12.5969511,90.41055355,0.452282158,0.052957058,-0.17523079,celltype
210,MERFISH,Hypothalamus,Animal1_Bregma-0.24,CCST,0.09431476,0.187762664,0.276336184,0.514522822,0.200441047,0.176593466,0.187762664,499.5245391,2027.094785,0.093703771,0.030913924,-0.089790666,celltype
211,MERFISH,Hypothalamus,Animal1_Bregma-0.24,CellCharter,0.40564623,0.56905301,0.529524855,0.801226773,0.619341493,0.526326651,0.56905301,8.189117765,90.36032963,0.614143965,0.053414073,-0.139233653,celltype
212,MERFISH,Hypothalamus,Animal1_Bregma-0.24,DeepST,0.478726317,0.509035325,0.621017769,0.762944254,0.493175652,0.525955701,0.509035325,260.4843627,717.2930084,0.347645679,0.045314999,-0.164459536,celltype
213,MERFISH,Hypothalamus,Animal1_Bregma-0.24,GraphST,0.067611656,0.192131341,0.266918028,0.513440375,0.203167728,0.182232205,0.192131341,14.45245838,965.2759705,0.13458416,0.030488818,-0.128806881,celltype
214,MERFISH,Hypothalamus,Animal1_Bregma-0.24,PRECAST,0.502890049,0.660945527,0.610516588,0.871549702,0.717445246,0.61269502,0.660945527,32.495156,139.08,0.648204943,0.057378821,-0.146978015,celltype
215,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SEDR,0.351008315,0.519364607,0.502353602,0.726610139,0.532711423,0.506758505,0.519364607,25.90923204,717.446471,0.444921523,0.046616461,-0.199392883,celltype
216,MERFISH,Hypothalamus,Animal1_Bregma-0.24,STAGATE,0.085943371,0.190954243,0.261935049,0.522460761,0.208849515,0.175890352,0.190954243,41.13437262,361.7210535,0.132022371,0.032742578,-0.10708688,celltype
217,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SpaGCN,0.427436508,0.562476415,0.547706528,0.824282879,0.613794815,0.519077203,0.562476415,11.07242503,599.439481,0.574598593,0.050400831,-0.132601167,celltype
218,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SpaceFlow,0.088607507,0.149429706,0.253494816,0.506981779,0.166697538,0.135415744,0.149429706,45.96893382,384.3915138,0.047627638,0.029786386,0.005611717,celltype
219,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SpatialMGCN,0.467024886,0.653140088,0.581325819,0.848277106,0.699269773,0.612719952,0.653140088,42.94815726,484.9416176,0.629803356,0.05632039,-0.160755085,celltype
220,MERFISH,Hypothalamus,Animal1_Bregma-0.24,stLearn,0.53340711,0.699601416,0.636146768,0.893487281,0.758194678,0.649487453,0.699601416,1.417745113,24.60979996,0.629153888,0.057278801,-0.132244667,celltype
221,MERFISH,Hypothalamus,Animal1_Bregma-0.24,BASS,0.673174525,0.691044652,0.730633999,0.808587408,0.679331039,0.703169306,0.691044652,947.7675,1507.4,0.041313368,0.030940032,-0.00618188,domain
222,MERFISH,Hypothalamus,Animal1_Bregma-0.24,Banksy,0.261921769,0.508912143,0.427039949,0.612664622,0.476128232,0.546544588,0.508912143,10.76521478,90.41890945,0.06332311,0.030018153,-0.123958262,domain
223,MERFISH,Hypothalamus,Animal1_Bregma-0.24,CCST,0.335732942,0.464735216,0.454266968,0.602706116,0.450392915,0.480187092,0.464735216,494.1078045,2034.085552,0.065848818,0.030024065,-0.137143222,domain
224,MERFISH,Hypothalamus,Animal1_Bregma-0.24,CellCharter,0.192481543,0.285507915,0.332394038,0.451957424,0.281702877,0.289661925,0.285507915,10.18424611,90.3715517,0.5509291,0.050813241,-0.102392931,domain
225,MERFISH,Hypothalamus,Animal1_Bregma-0.24,DeepST,0.174507713,0.307913189,0.396912903,0.446545192,0.267191267,0.368349384,0.307913189,271.971054,717.3010685,0.275410428,0.042702101,-0.154563228,domain
226,MERFISH,Hypothalamus,Animal1_Bregma-0.24,GraphST,0.423199056,0.543472382,0.536106707,0.684286487,0.521819461,0.567000074,0.543472382,14.00072832,965.2992994,0.12195562,0.029824016,-0.130970998,domain
227,MERFISH,Hypothalamus,Animal1_Bregma-0.24,PRECAST,0.186830227,0.258115881,0.335125715,0.459859282,0.251576051,0.265004797,0.258115881,30.53386598,129.38,0.524806062,0.052716267,-0.133055445,domain
228,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SEDR,0.203958394,0.340612675,0.363641088,0.477647483,0.32300633,0.36056425,0.340612675,23.74893627,717.4558235,0.420169583,0.044742346,-0.196311465,domain
229,MERFISH,Hypothalamus,Animal1_Bregma-0.24,STAGATE,0.434107005,0.565335347,0.533088457,0.686740032,0.560862101,0.570097499,0.565335347,40.74114337,361.7775492,0.124048349,0.03212709,-0.120589282,domain
230,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SpaGCN,0.19208225,0.260198903,0.331318117,0.462745806,0.257139272,0.263332221,0.260198903,25.19120398,604.7012831,0.568103915,0.048888117,-0.119578067,domain
231,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SpaceFlow,0.486848395,0.622638337,0.568246215,0.775067653,0.636932449,0.60897266,0.622638337,43.85758567,381.321084,0.042107162,0.029628479,0.016800386,domain
232,MERFISH,Hypothalamus,Animal1_Bregma-0.24,SpatialMGCN,0.119799783,0.227842403,0.312480005,0.402670034,0.211366298,0.247104304,0.227842403,53.8781374,484.7282314,0.512899152,0.05272884,-0.175729352,domain
233,MERFISH,Hypothalamus,Animal1_Bregma-0.24,stLearn,0.190618649,0.265336649,0.325930549,0.460616994,0.264676573,0.266014866,0.265336649,1.344244909,24.62666569,0.614216128,0.054426745,-0.121011059,domain
