,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,Level
1367,VisiumHD,Mouse Brain,FreshFrozen_sub6,CCST,0.3651992287784104,0.4705086217382548,0.4538734726215828,0.5951623892800363,0.508618422646256,0.4378172734120874,0.4705086217382548,6085.819581794739,14497.152024269104,domain
1368,VisiumHD,Mouse Brain,FreshFrozen_sub6,CellCharter,0.2192839480544078,0.4161730829738628,0.3191371092776479,0.5636270724506018,0.4871616030406802,0.3632464378059704,0.4161730829738628,1385.3574359416962,2005.036823654175,domain
1369,VisiumHD,Mouse Brain,FreshFrozen_sub6,DeepST,0.3151000083646954,0.4681737908551637,0.4085851277360618,0.6041221894163071,0.5275821109665914,0.4208829277594165,0.4681737908551638,831.6766861915588,15950.524436569214,domain
1370,VisiumHD,Mouse Brain,FreshFrozen_sub6,GraphST,0.2571981700757417,0.4287785371356026,0.3550721771049194,0.5769929593459006,0.4951506599191351,0.3780968148789705,0.4287785371356024,79.77256126403809,13469.328903388978,domain
1371,VisiumHD,Mouse Brain,FreshFrozen_sub6,PRECAST,0.354785979423147,0.4833575232566142,0.4456520699534166,0.5969225528049057,0.5504371472091104,0.4308513527218897,0.483357523256614,609.9379079818725,2542.36,domain
1372,VisiumHD,Mouse Brain,FreshFrozen_sub6,SEDR,0.2561465116945169,0.4478511609864358,0.354187811190142,0.5942425618896208,0.5164268599198895,0.3953862852000377,0.4478511609864358,93.65134863853454,9972.722554779051,domain
1373,VisiumHD,Mouse Brain,FreshFrozen_sub6,STAGATE,0.2805436153252759,0.4457706695935297,0.3764392237665624,0.5880763116057233,0.5036259503734252,0.3998489021624047,0.4457706695935296,141.79366674423218,2227.6869941711425,domain
1374,VisiumHD,Mouse Brain,FreshFrozen_sub6,SpaGCN,0.3569900106320846,0.5147884983795856,0.4488124599613756,0.6492277992277993,0.5853984653296747,0.4593971400096362,0.5147884983795856,725.9314912319184,7441.177982330322,domain
1375,VisiumHD,Mouse Brain,FreshFrozen_sub6,SpaceFlow,0.2751525238635462,0.4637155857613778,0.373088818082218,0.6144901203724733,0.5380419579608888,0.4074520570394888,0.4637155857613778,286.61565055847166,1936.7108959198,domain
1376,VisiumHD,Mouse Brain,FreshFrozen_sub6,SpatialMGCN,0.2959538222974741,0.4832772665974261,0.3925295351333547,0.6173404496933909,0.5584892363577258,0.4259267180486339,0.4832772665974262,388.4218644618988,4123.431622886657,domain
1377,VisiumHD,Mouse Brain,FreshFrozen_sub6,stLearn,0.4246276974797359,0.5848929439956307,0.508423396923507,0.6461617079264138,0.6528877552843095,0.5297565510615454,0.5848929439956307,10.878651332855224,3015.397185516357,domain
1378,seqFISH,OB,OB_0,BASS,0.4651055769523896,0.6156866163917468,0.6150959442361393,0.746031746031746,0.5381389818775364,0.7193469238998157,0.6156866163917468,33.91870999336243,201.38,celltype
1379,seqFISH,OB,OB_0,Banksy,0.1294942957482439,0.2761140964190462,0.2862371516660104,0.4809523809523809,0.2810453536451743,0.2714758794879895,0.2761140964190461,3.622682380676269,47.78986568450928,celltype
1380,seqFISH,OB,OB_0,CCST,0.0887739684969617,0.2124376377775826,0.26355074600198,0.4396825396825396,0.2072660677642696,0.217943869700249,0.2124376377775826,53.84544868469239,58.76076374053955,celltype
1381,seqFISH,OB,OB_0,CellCharter,0.3497092985844868,0.5051969659189213,0.4547995651865943,0.6952380952380952,0.5350557018541163,0.4785360058312533,0.5051969659189213,15.147876644134522,92.23558025360109,celltype
1382,seqFISH,OB,OB_0,DeepST,0.2768507063827369,0.4060768335107145,0.3927723252757576,0.6396825396825397,0.4278922346275088,0.3863892949290823,0.4060768335107145,38.95331416130066,165.92539405822754,celltype
1383,seqFISH,OB,OB_0,GraphST,0.1181124363393776,0.2742976573178803,0.3418793661577363,0.4444444444444445,0.2374141487599165,0.3247490994562222,0.2742976573178803,8.502486324310302,99.82430248260496,celltype
1384,seqFISH,OB,OB_0,PRECAST,0.3503164266364065,0.5945206369377923,0.4581040485029474,0.7619047619047619,0.6239556323117021,0.5677377119057271,0.5945206369377923,4.997391939163208,120.6,celltype
1385,seqFISH,OB,OB_0,SEDR,0.0195043631555195,0.1391362452807867,0.2965911301538371,0.3746031746031745,0.1177772294319208,0.1713151372442994,0.1391362452807867,4.96295804977417,63.92307052612305,celltype
1386,seqFISH,OB,OB_0,STAGATE,0.1372621458563381,0.2559453990284865,0.3084142546252174,0.5277777777777778,0.2472899540737533,0.265228722387236,0.2559453990284866,9.475585889816283,80.40577182769775,celltype
1387,seqFISH,OB,OB_0,SpaGCN,0.4568906838829118,0.5957540471112218,0.547304940110393,0.7777777777777778,0.6341180004008912,0.5617672905743716,0.5957540471112218,9.85828504562378,65.21131992340088,celltype
1388,seqFISH,OB,OB_0,SpaceFlow,0.0953113461124766,0.2551676183301809,0.2324614457632098,0.4484126984126984,0.2714380188771345,0.2407411594300343,0.2551676183301809,15.963366317749024,80.40178070068359,celltype
1389,seqFISH,OB,OB_0,SpatialMGCN,0.0234497264118507,0.1488514946292441,0.3896542945852971,0.3928571428571428,0.0995172770687407,0.2951851795860137,0.1488514946292441,10.259580850601196,22.43225593566894,celltype
1390,seqFISH,OB,OB_0,stLearn,0.4378436498305647,0.5724168885672134,0.5409801383998445,0.7206349206349205,0.5599425908539589,0.5860156739085858,0.5724168885672134,1.117484712600708,56.61577186584473,celltype
1391,seqFISH,OB,OB_1,BASS,0.0001123055166797,0.0397626573538872,0.6725154200800105,0.6403508771929824,0.022475934590316,0.1722232423076325,0.0397626573538872,26.58201398849487,202.98,celltype
1392,seqFISH,OB,OB_1,Banksy,0.0047593952802459,0.0481815114564102,0.3892815267069663,0.6345029239766082,0.058150748793476,0.0411346897779646,0.0481815114564102,3.606066417694092,64.24928989410401,celltype
1393,seqFISH,OB,OB_1,CCST,0.0002797581724698,0.0372489620337609,0.2994773295412541,0.6345029239766082,0.0505482701911796,0.0295048512590848,0.0372489620337609,60.66792945861816,81.03037338256836,celltype
1394,seqFISH,OB,OB_1,CellCharter,0.0217313836903269,0.0636903472960056,0.3160703209267424,0.6345029239766082,0.0868881839824721,0.0502729578815433,0.0636903472960056,16.17096290588379,124.51987495422364,celltype
1395,seqFISH,OB,OB_1,DeepST,0.0084107020594952,0.0467523782810116,0.3182342216999949,0.6345029239766082,0.0614294568395318,0.0377375638100978,0.0467523782810116,39.21534566879272,207.7340686798096,celltype
1396,seqFISH,OB,OB_1,GraphST,0.0301714988648321,0.0923435267409992,0.4495227212176685,0.6345029239766082,0.1031984444260706,0.0835548214983959,0.0923435267409992,9.66413369178772,134.8459659576416,celltype
1397,seqFISH,OB,OB_1,PRECAST,0.0849654086844967,0.160929772661104,0.5206288847053483,0.6871345029239766,0.1702702000190711,0.1525608199258086,0.1609297726611041,5.121361970901489,119.3,celltype
1398,seqFISH,OB,OB_1,SEDR,0.0153729886976508,0.0613093866358245,0.4040629563695121,0.6345029239766082,0.0710205858604303,0.0539987017485519,0.0613093866358245,6.899711465835571,77.65540733337403,celltype
1399,seqFISH,OB,OB_1,STAGATE,0.0189668234547677,0.0481838299923327,0.3895357432812988,0.6444444444444445,0.0569671115521889,0.0417775032862101,0.0481838299923327,7.523712348937988,108.58915519714355,celltype
1400,seqFISH,OB,OB_1,SpaGCN,0.0373296053030321,0.0885253681323049,0.3190264854835379,0.6461988304093568,0.1223982122138202,0.0693368756302944,0.0885253681323049,6.340299892425537,99.694095993042,celltype
1401,seqFISH,OB,OB_1,SpaceFlow,-0.0021809560350821,0.0364531280066762,0.2942734960398506,0.6345029239766082,0.0499246643399321,0.0287096110561982,0.0364531280066762,12.188552522659302,108.58141536712648,celltype
1402,seqFISH,OB,OB_1,SpatialMGCN,0.029615875244199,0.0683351653855122,0.6860331001584324,0.6461988304093568,0.0381347394253564,0.3284397241165992,0.0683351653855122,6.504504632949829,31.618965911865235,celltype
1403,seqFISH,OB,OB_1,stLearn,0.0462350668789006,0.1027123293510235,0.4548024755907173,0.6578947368421053,0.105817665006607,0.0999651231856437,0.1027123293510235,1.14020938873291,76.901149559021,celltype
1404,seqFISH,OB,OB_2,BASS,0.1039017631872049,0.1689679215640214,0.660246981278994,0.6163934426229508,0.1062106800102129,0.412998337685795,0.1689679215640214,28.815020036697387,208.6,celltype
1405,seqFISH,OB,OB_2,Banksy,0.0201840549732032,0.0632040195197298,0.4014739562024854,0.6131147540983607,0.0711069559974472,0.0568879259304056,0.0632040195197298,3.4648959636688232,57.42397708892823,celltype
1406,seqFISH,OB,OB_2,CCST,0.0098469809625092,0.038677558335651,0.3031989650255872,0.579672131147541,0.0485909182555444,0.032125885655633,0.038677558335651,55.892999935150144,77.97547645568848,celltype
1407,seqFISH,OB,OB_2,CellCharter,0.0170817209170968,0.0626290480477547,0.2950600629615732,0.5829508196721311,0.0812993863682146,0.0509415476076473,0.0626290480477547,16.190721607208253,112.86696434020996,celltype
1408,seqFISH,OB,OB_2,DeepST,0.0079802322247411,0.0477638850747907,0.3030501717911885,0.5783606557377049,0.0598921943286178,0.0397710480616571,0.0477638850747907,37.33142004013062,190.49602794647217,celltype
1409,seqFISH,OB,OB_2,GraphST,0.0384647337475208,0.0666102599100751,0.3854216123327776,0.5770491803278689,0.0740587899188261,0.0605230947294293,0.0666102599100751,8.228761434555054,120.42183170318604,celltype
1410,seqFISH,OB,OB_2,PRECAST,0.0406294034306074,0.1255383014497254,0.3497753280073893,0.6262295081967213,0.1540691999095614,0.1059231941005681,0.1255383014497253,4.898850011825561,127.96,celltype
1411,seqFISH,OB,OB_2,SEDR,-0.0005138791412069,0.0394618473344691,0.4048284427161315,0.5790163934426229,0.04160557010906,0.0379754338274547,0.0394618473344691,6.645156526565552,71.98850650787354,celltype
1412,seqFISH,OB,OB_2,STAGATE,-0.0403685572056294,0.0522529037304,0.4001573281473164,0.5757377049180328,0.0537343625011488,0.0512314232543231,0.0522529037304,7.485405683517456,96.9738676071167,celltype
1413,seqFISH,OB,OB_2,SpaGCN,0.0390571463790299,0.0969849598630032,0.2986809696845073,0.5934426229508196,0.1284463382897708,0.0779034509364285,0.0969849598630032,15.763703012466433,92.11280899047853,celltype
1414,seqFISH,OB,OB_2,SpaceFlow,0.011973565037043,0.0370417718942296,0.279013501173974,0.5737704918032787,0.0488695567038218,0.0298236865048549,0.0370417718942296,13.510562992095949,96.96683273315428,celltype
1415,seqFISH,OB,OB_2,SpatialMGCN,-0.0185451046234657,0.0320751378175961,0.5043465997100445,0.580327868852459,0.0259699028219528,0.0419331558628165,0.0320751378175961,6.347575330734253,31.12020950317383,celltype
1416,seqFISH,OB,OB_2,stLearn,0.0657132764281715,0.1122055475537848,0.436102813213636,0.6045901639344262,0.11596093173035,0.1098920169497514,0.1122055475537848,1.1020918369293211,69.94579830169678,celltype
1417,seqFISH,OB,OB_3,BASS,0.1472786751911272,0.2053149743695526,0.7208450417196756,0.6842105263157895,0.1281110122347979,0.516688928974548,0.2053149743695526,24.88810596466065,206.8,celltype
1418,seqFISH,OB,OB_3,Banksy,0.030771756239232,0.0655044097477381,0.4959381114609549,0.6594427244582043,0.06929498617832,0.0626528707870688,0.065504409747738,3.6578044414520265,60.73843650817871,celltype
1419,seqFISH,OB,OB_3,CCST,0.0049289778623707,0.0421906120594538,0.3858568802501334,0.6501547987616099,0.0504054363970272,0.0363315284944002,0.0421906120594538,60.20924897193909,83.88288879394531,celltype
1420,seqFISH,OB,OB_3,CellCharter,0.0080881827755058,0.0457381166531188,0.3314656681322036,0.6501547987616099,0.0612609123172227,0.0364946354695445,0.0457381166531188,15.978715133666991,119.51251335144045,celltype
1421,seqFISH,OB,OB_3,DeepST,0.0083190219478572,0.0442054753400307,0.3318593889503931,0.6501547987616099,0.0589458428142981,0.0353710923619118,0.0442054753400307,38.20948204994202,198.8453531265259,celltype
1422,seqFISH,OB,OB_3,GraphST,0.0482788865061283,0.0759645452118652,0.4844042620422161,0.6625386996904025,0.0791379386396544,0.0730358428999794,0.0759645452118652,7.543555688858032,127.43548946380616,celltype
1423,seqFISH,OB,OB_3,PRECAST,0.0416774122533729,0.104157267746757,0.3927689869753074,0.6842105263157895,0.1314032605499934,0.0862695808686194,0.104157267746757,4.452164030075073,123.56,celltype
1424,seqFISH,OB,OB_3,SEDR,-0.0025864752395257,0.0313997358198702,0.4219533180987217,0.6501547987616099,0.0348375508013678,0.0286945079249598,0.0313997358198702,6.984582233428955,74.77271633148193,celltype
1425,seqFISH,OB,OB_3,STAGATE,0.0114562364237694,0.0394375580947664,0.4704091781863171,0.6513931888544892,0.0411256893286776,0.037915143580358,0.0394375580947664,7.359605503082276,102.61865558624268,celltype
