,Technology,Dataset,Sample,Method,train_sample,test_sample,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,PAS,CHAOS,ASW,Simulation
76,scCube,sim4,sim4_3_Layer2_Layer3,GraphST,Layer2,Layer3,0.6100902428398768,0.7202371858825551,0.6904807773246621,0.8690113541955137,0.7427675540257977,0.6990334056574694,0.7202371858825549,0.0152312378842424,0.0604955482450375,0.1312776015136698,6 domains
77,scCube,sim4,sim4_3_Layer2_Layer3,PRECAST,Layer2,Layer3,0.3445723227952773,0.5008765442840136,0.4876515720679675,0.6604818609803379,0.5025169825872846,0.4992467813678947,0.5008765442840136,0.1534201052340072,0.0648321414427724,0.0168886287795041,6 domains
78,scCube,sim4,sim4_3_Layer2_Layer3,SEDR,Layer2,Layer3,0.5298192077770798,0.6479122144928291,0.629400492060885,0.7827748546109111,0.6545291838817379,0.6416114906278352,0.6479122144928291,0.0359457214068124,0.0609371928330336,0.0752096661962055,6 domains
79,scCube,sim4,sim4_3_Layer2_Layer3,STAGATE,Layer2,Layer3,0.5578700577135849,0.6621531124015304,0.6490643458510845,0.8286901135419551,0.6804487337074755,0.6448273343336833,0.6621531124015304,0.0407089448906119,0.0608293248951898,0.1014508139410873,6 domains
80,scCube,sim4,sim4_3_Layer2_Layer3,SpaGCN,Layer2,Layer3,0.4276172235853807,0.5318418138212284,0.5415293991665392,0.7020216006646358,0.554945157505927,0.5105852511187966,0.5318418138212284,0.1750207698698421,0.0662535628006594,0.064905517844133,6 domains
81,scCube,sim4,sim4_3_Layer2_Layer3,SpaMGCN,Layer2,Layer3,0.2347254050547126,0.3995629737591257,0.3902012334281128,0.568817502076987,0.4106527672673418,0.3890563963239031,0.3995629737591257,0.1802824702298532,0.0630858290637997,-0.0060797452512877,6 domains
82,scCube,sim4,sim4_3_Layer2_Layer3,SpaceFlow,Layer2,Layer3,0.2976517130707224,0.4665975054111575,0.4418330354692822,0.6396566048186098,0.4782970310592157,0.4556170978098934,0.4665975054111575,0.0412074217668235,0.0608469542337569,0.0904402174273707,6 domains
83,scCube,sim4,sim4_3_Layer2_Layer3,stLearn,Layer2,Layer3,0.2028995599968424,0.3460675307674433,0.3706149118502913,0.5348656881750207,0.3509150469715264,0.3413551815385877,0.3460675307674433,0.38698421489892,0.0667480260171801,-0.0215642370829149,6 domains
84,scCube,sim4,sim4_4_Layer3_Layer2,BASS,Layer3,Layer2,0.5334870390050321,0.7215792831609147,0.6356220473615389,0.8100249238438104,0.7239805568613233,0.7191938857259678,0.7215792831609146,0.0180005538631957,0.0610637191121395,0.0812492456638784,6 domains
85,scCube,sim4,sim4_4_Layer3_Layer2,Banksy,Layer3,Layer2,0.7051405674625129,0.7558300264286599,0.771321975430633,0.8526723899196899,0.7446840917797453,0.7673146806328975,0.7558300264286598,0.0559401827748546,0.0617306042140253,0.0607490459278911,6 domains
86,scCube,sim4,sim4_4_Layer3_Layer2,BayesSpace,Layer3,Layer2,0.6703027503043136,0.7331619110114035,0.7572924179243512,0.7695929105510939,0.6841865247274294,0.7896893955395679,0.7331619110114035,0.0326779285516477,0.0622942966903131,-0.0062842412390176,6 domains
87,scCube,sim4,sim4_4_Layer3_Layer2,CCST,Layer3,Layer2,0.572628987636812,0.6966433987272682,0.6648369685703004,0.8280808640265853,0.7001109049513736,0.6934930603922805,0.6966433987272683,0.0211021877596232,0.0610917018604727,0.0762837713589075,6 domains
88,scCube,sim4,sim4_4_Layer3_Layer2,CellCharter,Layer3,Layer2,0.4444606892285532,0.6034167152699862,0.5599315379948686,0.7031293270562171,0.6161526083382531,0.5912463267728404,0.6034167152699863,0.1191359734145666,0.0616624371417863,0.0787915807170535,6 domains
89,scCube,sim4,sim4_4_Layer3_Layer2,DeepST,Layer3,Layer2,0.6045217524036787,0.7388549691223599,0.6866941288089742,0.8256438659651065,0.7564471609052225,0.7222438336430044,0.7388549691223599,0.0716145112157296,0.061542214601779,0.050046530717476,6 domains
90,scCube,sim4,sim4_4_Layer3_Layer2,GraphST,Layer3,Layer2,0.5525968449805244,0.6800398886322193,0.6441439827536393,0.8235945721406812,0.702483100846946,0.6589863287599159,0.6800398886322192,0.0149543062863472,0.0610219991641543,0.1277981563145254,6 domains
91,scCube,sim4,sim4_4_Layer3_Layer2,PRECAST,Layer3,Layer2,0.4235274287284862,0.6020817354777067,0.5462373162693541,0.6948213791193575,0.609421937396265,0.5949162477991148,0.6020817354777067,0.1337579617834395,0.0643542820253798,0.0195948478623541,6 domains
92,scCube,sim4,sim4_4_Layer3_Layer2,SEDR,Layer3,Layer2,0.5337390263650158,0.6707968158692642,0.6288643004904806,0.8105234007200222,0.6931083719503617,0.6499098842626683,0.6707968158692642,0.0681805594018277,0.0611800399186866,0.0656991206423168,6 domains
93,scCube,sim4,sim4_4_Layer3_Layer2,STAGATE,Layer3,Layer2,0.5256609743774908,0.6667954556964635,0.6222157437276592,0.79822763777347,0.6909273637824463,0.6442923712997143,0.6667954556964636,0.0557740238161173,0.0608773632909199,0.0942278047508683,6 domains
94,scCube,sim4,sim4_4_Layer3_Layer2,SpaGCN,Layer3,Layer2,0.3757184297895124,0.5447881148617045,0.4994093196409571,0.67100526170036,0.5679362802307754,0.5234530155069492,0.5447881148617044,0.2400996953752422,0.0653950387991957,0.0394120402158219,6 domains
95,scCube,sim4,sim4_4_Layer3_Layer2,SpaMGCN,Layer3,Layer2,0.6059274587439473,0.6600745616405302,0.6976375099390864,0.7205760177236222,0.6477052020410441,0.6729255596009609,0.6600745616405302,0.1176959291055109,0.0631707824667181,-0.0356451749978,6 domains
96,scCube,sim4,sim4_4_Layer3_Layer2,SpaceFlow,Layer3,Layer2,0.4536007243047086,0.6167001629420821,0.5659281882812842,0.7299916920520632,0.6325153356220303,0.6018132368290011,0.616700162942082,0.033010246469122,0.0606525190275722,0.105114222259136,6 domains
97,scCube,sim4,sim4_4_Layer3_Layer2,stLearn,Layer3,Layer2,0.293626784777789,0.4395057678885377,0.4548652941387395,0.6045970645250623,0.425248379369102,0.4565768334391358,0.4395057678885377,0.2723899196898366,0.066874575819729,0.0153317429499689,6 domains
98,scCube,sim4,sim4_5_Layer3_Layer4,BASS,Layer3,Layer4,0.2685409402658679,0.4575754971735505,0.4208429390967548,0.6125726945444475,0.4614544240651256,0.4537612382186246,0.4575754971735505,0.0321240653558571,0.0614910861304982,0.046388362242934,6 domains
99,scCube,sim4,sim4_5_Layer3_Layer4,Banksy,Layer3,Layer4,0.5192650942744618,0.6943782208144385,0.6235763774547348,0.7695929105510939,0.6910070187757951,0.6977824781504026,0.6943782208144385,0.0531708667959014,0.0627692064749693,0.1085380209620846,6 domains
100,scCube,sim4,sim4_5_Layer3_Layer4,BayesSpace,Layer3,Layer4,0.3397665383292249,0.5374731738991746,0.4946212098110059,0.5738022708391027,0.5116135463241431,0.5660861311438521,0.5374731738991747,0.0609249515369702,0.0627491464229069,0.0454215249626929,6 domains
