,Technology,Dataset,Sample,Method,train_sample,test_sample,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Simulation
116,scCube,sim6,sim6_151671_151673,CellCharter,151673,151671,0.3464326042816856,0.5216391439703244,0.49165875070132686,0.7133642804788664,0.5508274500701572,0.49541471622727784,0.5216391439703244,Add adjacent domain
117,scCube,sim6,sim6_151671_151673,DeepST,151673,151671,0.6016997390115824,0.727653145560544,0.6953431902144892,0.8824334229171757,0.755596044359043,0.7017753916434866,0.727653145560544,Add adjacent domain
118,scCube,sim6,sim6_151671_151673,GraphST,151673,151671,0.5706534764215788,0.6984925289018326,0.6711147356159566,0.8653799169313462,0.7234066121594149,0.6752373909289849,0.6984925289018326,Add adjacent domain
119,scCube,sim6,sim6_151671_151673,PRECAST,151673,151671,0.3579225085890049,0.4770664039469751,0.5039931047681422,0.7371121426826289,0.4971344459219572,0.45855568746107644,0.4770664039469751,Add adjacent domain
120,scCube,sim6,sim6_151671_151673,SEDR,151673,151671,0.6171172457277039,0.7226187685234654,0.707882461636353,0.8821402394331785,0.7447470721395544,0.7017674961333465,0.7226187685234654,Add adjacent domain
121,scCube,sim6,sim6_151671_151673,STAGATE,151673,151671,0.563390563671024,0.6987572928308439,0.665192058574892,0.8655753725873442,0.7259930454343688,0.6734930024147289,0.6987572928308439,Add adjacent domain
122,scCube,sim6,sim6_151671_151673,SpaGCN,151673,151671,0.49236821162310934,0.5980901791238322,0.6088520664104311,0.8177376007818227,0.6250819108082073,0.5733330219778064,0.5980901791238322,Add adjacent domain
123,scCube,sim6,sim6_151671_151673,SpaceFlow,151673,151671,0.582252884627324,0.6883511643292249,0.6800307946359172,0.817493281211825,0.7175124393908161,0.6614806101739126,0.6883511643292249,Add adjacent domain
124,scCube,sim6,sim6_151671_151673,SpatialMGCN,151673,151671,0.42146882898376037,0.5628506216618117,0.5549342742264814,0.7642316149523577,0.5831737818401431,0.543896253306195,0.5628506216618117,Add adjacent domain
125,scCube,sim6,sim6_151671_151673,stLearn,151673,151671,0.22737168756625356,0.36491101774386375,0.4405556566654951,0.5840703640361593,0.3393900084214088,0.397619285247363,0.36491101774386375,Add adjacent domain
126,scCube,sim6,sim6_151671_151674,BASS,151674,151671,0.5444110835809463,0.6731635874051478,0.649398638929571,0.8485218666015146,0.7107192821989213,0.6393777105387667,0.6731635874051479,Add adjacent domain
127,scCube,sim6,sim6_151671_151674,Banksy,151674,151671,0.4431529499286916,0.6380221450121417,0.5897483581097679,0.7373075983386269,0.6231944211767443,0.6535730091087346,0.6380221450121417,Add adjacent domain
128,scCube,sim6,sim6_151671_151674,BayesSpace,151674,151671,0.486239534334756,0.6464627253171591,0.6046238962010119,0.8314194967016858,0.6729304723546621,0.6219982479872915,0.6464627253171591,Add adjacent domain
