,Technology,Dataset,Sample,Method,train_sample,test_sample,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure
0,scCube,sim2,DLPFC_151507train_151507spatial,BASS,151507,151507,0.4320830505437504,0.5523169763006506,0.5274963944842839,0.6460554371002132,0.5635522656608958,0.5415209160987465,0.5523169763006506
1,scCube,sim2,DLPFC_151507train_151507spatial,Banksy,151507,151507,0.45675001381913205,0.5664431782103906,0.5526627555774208,0.6449182658137882,0.567643343673803,0.5652839350966478,0.5664431782103907
2,scCube,sim2,DLPFC_151507train_151507spatial,BayesSpace,151507,151507,0.3228352278299495,0.5596018871542101,0.46070715223376907,0.6240227434257285,0.534541241291121,0.5871279300381514,0.5596018871542101
3,scCube,sim2,DLPFC_151507train_151507spatial,CCST,151507,151507,0.4760885645017331,0.644587221126495,0.578129242033224,0.6858090499881545,0.6221049272041494,0.668875347147196,0.644587221126495
4,scCube,sim2,DLPFC_151507train_151507spatial,CellCharter,151507,151507,0.3819181749295186,0.5497670423341665,0.4868160011366477,0.650319829424307,0.5581963273642714,0.5416489765136252,0.5497670423341664
5,scCube,sim2,DLPFC_151507train_151507spatial,DeepST,151507,151507,0.5711675640024805,0.7011384459904079,0.6464596040231999,0.7326226012793177,0.7022340762251826,0.7001457572232744,0.7011384459904079
6,scCube,sim2,DLPFC_151507train_151507spatial,GraphST,151507,151507,0.4712974153635484,0.5973416813177047,0.5608770988411946,0.673773987206823,0.6073341086001708,0.5876727411921696,0.5973416813177047
7,scCube,sim2,DLPFC_151507train_151507spatial,PRECAST,151507,151507,0.325654550211863,0.4537886364179772,0.4524513774129095,0.5782989812840559,0.4462862741619089,0.46154755064823616,0.4537886364179773
8,scCube,sim2,DLPFC_151507train_151507spatial,SEDR,151507,151507,0.4678956901212571,0.6063888117759998,0.5637652014245031,0.6823501539919451,0.5985311588487768,0.6145345536289882,0.6063888117759998
9,scCube,sim2,DLPFC_151507train_151507spatial,STAGATE,151507,151507,0.4943719110081088,0.6103692795842849,0.5836525521855458,0.6777540867093106,0.611065948000777,0.6098453555986192,0.6103692795842848
10,scCube,sim2,DLPFC_151507train_151507spatial,SpaGCN,151507,151507,0.3787952932819667,0.5104502541456556,0.48634774757359783,0.6131248519308221,0.5121886595274769,0.5087236093947793,0.5104502541456556
11,scCube,sim2,DLPFC_151507train_151507spatial,SpaceFlow,151507,151507,0.5703014489699265,0.6421423102089951,0.6504568505944519,0.7134328358208956,0.6293397342504886,0.6557681608686406,0.6421423102089953
