,Technology,Dataset,Sample,Method,Tissue,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW
805,10X,Human Cardiac Niches,SAN_11702010,GraphST,Heart,0.141848982,0.335430182,0.384224433,0.747958915,0.455243294,0.265543239,0.335430182,22.09761152,1058.675306,0.109823545,0.059738992,0.101857662
806,10X,Human Cardiac Niches,SAN_11702010,PRECAST,Heart,0.110395975,0.322445919,0.364797602,0.742954964,0.427650958,0.258783436,0.322445919,140.4535379,1019.56,0.075059257,0.062848709,0.095456443
807,10X,Human Cardiac Niches,SAN_11702010,SEDR,Heart,0.077478944,0.290579366,0.317322925,0.737740321,0.405842318,0.22631584,0.290579366,23.40316658,1843.362016,0.023386884,0.05764893,0.103444796
808,10X,Human Cardiac Niches,SAN_11702010,STAGATE,Heart,0.0835039,0.31327357,0.31997966,0.774874901,0.440581048,0.243047139,0.31327357,60.70241609,617.2419207,0.039188833,0.058793353,0.158071642
809,10X,Human Cardiac Niches,SAN_11702010,SpaGCN,Heart,0.119037113,0.306955278,0.350565078,0.736634185,0.435542165,0.236988267,0.306955278,32.19184275,890.7885393,0.127469055,0.058612924,0.094306076
810,10X,Human Cardiac Niches,SAN_11702010,SpaceFlow,Heart,0.089015289,0.24983602,0.321772206,0.719041348,0.353451955,0.193203053,0.24983602,23.88077002,562.3703375,0.114774822,0.057986356,0.028901589
811,10X,Human Cardiac Niches,SAN_11702010,SpatialMGCN,Heart,0.070229821,0.255558933,0.299835493,0.729523308,0.364284638,0.196816401,0.255558933,76.87116113,658.0843128,0.072688965,0.0577699,0.106478992
812,10X,Human Cardiac Niches,SAN_11702010,stLearn,Heart,0.277774159,0.222697972,0.640491211,0.661574928,0.173021714,0.312387551,0.222697972,384.9258929,5486.898504,0.021069265,0.058186985,0.02387553
813,10X,Human Cardiac Niches,SAN_12992072,BASS,Heart,0.1762168,0.367237744,0.406020003,0.756970016,0.458198274,0.306409912,0.367237744,1112.812938,2251.42,0.042872173,0.059929808,0.117836401
814,10X,Human Cardiac Niches,SAN_12992072,Banksy,Heart,0.136126563,0.30686141,0.366236045,0.679905313,0.389178646,0.253287278,0.30686141,19.77051978,658.2908781,0.041031036,0.060262482,0.228713899
815,10X,Human Cardiac Niches,SAN_12992072,BayesSpace,Heart,0.166612252,0.367730664,0.397868495,0.760915308,0.458528246,0.306948787,0.367730664,1973.701154,7820.54,0.028932141,0.060075095,0.110235073
816,10X,Human Cardiac Niches,SAN_12992072,CCST,Heart,0.253762871,0.370444988,0.478361212,0.751814834,0.4485583,0.315756269,0.370444988,389.5558211,1380.422478,0.021567596,0.059727401,0.097318923
817,10X,Human Cardiac Niches,SAN_12992072,CellCharter,Heart,0.167625077,0.336661198,0.398094568,0.719358233,0.421369228,0.280329648,0.336661198,293.2911731,524.7042706,0.071067859,0.061049344,0.093734772
818,10X,Human Cardiac Niches,SAN_12992072,DeepST,Heart,0.119695735,0.30752166,0.359979183,0.703945292,0.382760267,0.257013751,0.30752166,408.8750051,5303.005385,0.040925829,0.059693881,0.064036258
819,10X,Human Cardiac Niches,SAN_12992072,GraphST,Heart,0.189956046,0.37244243,0.42343598,0.759074171,0.457436849,0.314083832,0.37244243,23.08303728,1017.840737,0.070489216,0.060590783,0.095982084
820,10X,Human Cardiac Niches,SAN_12992072,PRECAST,Heart,0.19772631,0.375168056,0.427312001,0.75486586,0.463789428,0.31498113,0.375168056,120.137628,1045.86,0.050236718,0.06161056,0.090375555
821,10X,Human Cardiac Niches,SAN_12992072,SEDR,Heart,0.126716436,0.332278938,0.365958577,0.730142031,0.41376452,0.277635955,0.332278938,23.51923018,2085.050648,0.021462388,0.059404719,0.097314898
822,10X,Human Cardiac Niches,SAN_12992072,STAGATE,Heart,0.141283435,0.352949499,0.379507346,0.724881641,0.437311904,0.295872377,0.352949499,57.32514982,495.9484516,0.033719095,0.060005636,0.145302005
823,10X,Human Cardiac Niches,SAN_12992072,SpaGCN,Heart,0.159837981,0.321076808,0.388937803,0.703314045,0.405513581,0.265743264,0.321076808,28.25008774,963.4071848,0.076012625,0.060697991,0.134673377
824,10X,Human Cardiac Niches,SAN_12992072,SpaceFlow,Heart,0.190788719,0.343397939,0.417923329,0.712204103,0.426623325,0.287624057,0.343397939,68.73787694,455.6335127,0.033456076,0.059593168,0.11494762
825,10X,Human Cardiac Niches,SAN_12992072,SpatialMGCN,Heart,0.056426669,0.333813758,0.343237397,0.709626512,0.396346604,0.28832398,0.333813758,63.14772487,563.936714,0.02945818,0.060391933,-0.007092477
826,10X,Human Cardiac Niches,SAN_12992072,stLearn,Heart,0.237214326,0.313792508,0.465832295,0.692530247,0.382918524,0.265807799,0.313792508,387.6029207,6384.978472,0.2256707,0.065738762,-0.034635987
827,10X,Human Cardiac Niches,SAN_13228105,BASS,Heart,0.253260374,0.385172969,0.44712258,0.759467041,0.478806642,0.322170488,0.385172969,1006.183,1801.86,0.08941094,0.05661089,0.047010714
828,10X,Human Cardiac Niches,SAN_13228105,Banksy,Heart,0.312613085,0.414114816,0.500567434,0.793828892,0.502275036,0.352281698,0.414114816,18.57730999,492.262533,0.150771388,0.058739772,-0.097544853
829,10X,Human Cardiac Niches,SAN_13228105,BayesSpace,Heart,0.272251725,0.399568485,0.469306411,0.781206171,0.481390652,0.341520162,0.399568485,1443.117832,5693.68,0.044880785,0.056575863,0.09757399
830,10X,Human Cardiac Niches,SAN_13228105,CCST,Heart,0.238645645,0.348712679,0.451609833,0.704768583,0.40064544,0.308961982,0.348712679,251.8572666,858.7870203,0.035764376,0.055185734,-0.004903904
831,10X,Human Cardiac Niches,SAN_13228105,CellCharter,Heart,0.189522688,0.332997559,0.39769064,0.700280505,0.407921989,0.281359665,0.332997559,225.9753606,360.2118124,0.075385694,0.056845639,0.043981169
832,10X,Human Cardiac Niches,SAN_13228105,DeepST,Heart,0.29273841,0.4282135,0.487310558,0.793478261,0.512537415,0.368020544,0.4282135,319.6486989,3993.847327,0.076297335,0.056016365,-0.051786452
833,10X,Human Cardiac Niches,SAN_13228105,GraphST,Heart,0.372402158,0.443269001,0.555159989,0.802244039,0.50694603,0.393803679,0.443269001,17.63562045,631.5267063,0.122720898,0.058491328,-0.102988176
834,10X,Human Cardiac Niches,SAN_13228105,PRECAST,Heart,0.274358053,0.395427916,0.469265859,0.773842917,0.480787292,0.335808242,0.395427916,107.511364,1046.02,0.114656381,0.062002843,0.02567182
835,10X,Human Cardiac Niches,SAN_13228105,SEDR,Heart,0.28723772,0.362992534,0.488209691,0.725315568,0.429913599,0.314217284,0.362992534,19.81696877,1444.23114,0.031626928,0.054920379,0.00905884
836,10X,Human Cardiac Niches,SAN_13228105,STAGATE,Heart,0.420663921,0.421258892,0.598251653,0.772440393,0.479181923,0.375858441,0.421258892,44.87446465,308.3455168,0.078120617,0.056560538,-0.051212557
837,10X,Human Cardiac Niches,SAN_13228105,SpaGCN,Heart,0.23982812,0.384528724,0.439679957,0.754207574,0.469994226,0.325363425,0.384528724,23.9889997,730.9554596,0.171809257,0.059880419,-0.048980747
838,10X,Human Cardiac Niches,SAN_13228105,SpaceFlow,Heart,0.181049124,0.304268146,0.38834517,0.684221599,0.374758028,0.256107385,0.304268146,48.44623313,263.7279945,0.020126227,0.054822877,0.133229571
839,10X,Human Cardiac Niches,SAN_13228105,SpatialMGCN,Heart,0.481965761,0.44064768,0.656778581,0.791374474,0.47848756,0.408354111,0.44064768,51.63405476,421.6774721,0.046984572,0.055408572,-0.096361914
840,10X,Human Cardiac Niches,SAN_13228105,stLearn,Heart,0.387116493,0.500515867,0.565639093,0.8085554,0.561315788,0.451600006,0.500515867,288.6659209,4407.964728,0.181276297,0.059133103,-0.176500756
841,10X,Human Cardiac Niches,SAN_13228106,BASS,Heart,0.230033137,0.408445742,0.499152451,0.855102041,0.549925303,0.324867035,0.408445742,1096.671966,2103.18,0.053644315,0.059337109,0.12995048
842,10X,Human Cardiac Niches,SAN_13228106,Banksy,Heart,0.143843952,0.306181198,0.404960499,0.790962099,0.443744333,0.233725144,0.306181198,19.64314265,580.2761309,0.052769679,0.058775787,0.131493297
843,10X,Human Cardiac Niches,SAN_13228106,BayesSpace,Heart,0.204678254,0.390750981,0.473721533,0.841690962,0.535412744,0.30763255,0.390750981,1726.497056,7091.08,0.078134111,0.060026139,0.069396168
844,10X,Human Cardiac Niches,SAN_13228106,CCST,Heart,0.277689741,0.357906458,0.551847755,0.808279883,0.451586636,0.296726086,0.357906458,330.9878483,1147.00884,0.021865889,0.05814079,0.034704569
845,10X,Human Cardiac Niches,SAN_13228106,CellCharter,Heart,0.124849352,0.315877719,0.385134329,0.797084548,0.458419147,0.240978118,0.315877719,228.3369139,432.5602369,0.059300292,0.058519798,0.141223116
846,10X,Human Cardiac Niches,SAN_13228106,DeepST,Heart,0.14747472,0.341531337,0.412188499,0.802973761,0.485106691,0.263584698,0.341531337,362.382367,4778.156548,0.066297376,0.058579337,0.09862607
847,10X,Human Cardiac Niches,SAN_13228106,GraphST,Heart,0.147894976,0.337727997,0.411340056,0.806122449,0.485880044,0.258812285,0.337727997,20.55598202,835.548386,0.117201166,0.059550537,0.072474826
848,10X,Human Cardiac Niches,SAN_13228106,PRECAST,Heart,0.19455438,0.373117854,0.462007179,0.813119534,0.518488455,0.291413212,0.373117854,140.177052,782.6,0.125364431,0.065953353,0.090944854
849,10X,Human Cardiac Niches,SAN_13228106,SEDR,Heart,0.155464386,0.317855373,0.423257556,0.803148688,0.450368822,0.245638303,0.317855373,25.00407929,1764.549428,0.024373178,0.057921913,0.09935573
850,10X,Human Cardiac Niches,SAN_13228106,STAGATE,Heart,0.15586326,0.336179331,0.422702395,0.810029155,0.476254487,0.259815915,0.336179331,52.60997858,370.0535168,0.066997085,0.058792375,0.104773329
851,10X,Human Cardiac Niches,SAN_13228106,SpaGCN,Heart,0.139471426,0.308148638,0.408280497,0.762973761,0.433137052,0.23914084,0.308148638,20.54843998,768.2523861,0.102623907,0.05991419,0.038670644
852,10X,Human Cardiac Niches,SAN_13228106,SpaceFlow,Heart,0.113613464,0.306092252,0.375544639,0.796443149,0.444052352,0.233539433,0.306092252,45.12656283,313.8754326,0.019300292,0.058127232,0.195964932
853,10X,Human Cardiac Niches,SAN_13228106,SpatialMGCN,Heart,0.118899878,0.302041325,0.380576579,0.757725948,0.437625785,0.230597888,0.302041325,58.83894677,482.6986267,0.056851312,0.057897392,0.110059791
854,10X,Human Cardiac Niches,SAN_13228106,stLearn,Heart,0.368796176,0.575460081,0.613012466,0.920116618,0.742311098,0.469850643,0.575460081,345.946256,5397.887987,0.233527697,0.06421235,-0.138056036
855,10X,Human Cardiac Niches,SAN_13233996,BASS,Heart,0.222359247,0.348185382,0.40943929,0.629423329,0.391950098,0.313212428,0.348185382,1071.215886,1870.34,0.039646134,0.056910921,0.197186662
856,10X,Human Cardiac Niches,SAN_13233996,Banksy,Heart,0.159843635,0.294752734,0.376846646,0.623197903,0.322755335,0.271221284,0.294752734,18.96512985,527.6071461,0.05897772,0.05670297,0.094026854
857,10X,Human Cardiac Niches,SAN_13233996,BayesSpace,Heart,0.198225347,0.307473222,0.386313628,0.624836173,0.349499175,0.274469325,0.307473222,1529.778576,6316.08,0.040301442,0.056956958,0.164220888
858,10X,Human Cardiac Niches,SAN_13233996,CCST,Heart,0.204379345,0.312127349,0.4233261,0.604193971,0.325131987,0.300411921,0.312127349,281.0873095,938.2636679,0.025229358,0.056152264,0.082898307
859,10X,Human Cardiac Niches,SAN_13233996,CellCharter,Heart,0.219819602,0.349431955,0.404074576,0.643053735,0.396827994,0.312157391,0.349431955,201.351375,358.9430357,0.062844037,0.056993143,0.142659466
860,10X,Human Cardiac Niches,SAN_13233996,DeepST,Heart,0.24458765,0.362231177,0.427349632,0.642529489,0.406475004,0.326767781,0.362231177,338.6700581,4262.977982,0.043053735,0.055771678,0.152425089
861,10X,Human Cardiac Niches,SAN_13233996,GraphST,Heart,0.235609273,0.319079078,0.429929394,0.615334207,0.345307413,0.29655389,0.319079078,17.34160147,695.3263109,0.124180865,0.057998589,0.067321275
862,10X,Human Cardiac Niches,SAN_13233996,PRECAST,Heart,0.297766755,0.375271193,0.483765101,0.683158585,0.405824547,0.348996274,0.375271193,105.4606781,1021.76,0.142201835,0.061792008,0.008250095
863,10X,Human Cardiac Niches,SAN_13233996,SEDR,Heart,0.146762059,0.289004988,0.374494536,0.60406291,0.312475881,0.268814755,0.289004988,19.67923412,1445.774054,0.027260813,0.055582905,0.096026828
864,10X,Human Cardiac Niches,SAN_13233996,STAGATE,Heart,0.212188261,0.327012973,0.403319207,0.623853211,0.36637301,0.295289697,0.327012973,46.80945373,321.2508526,0.046461337,0.057253861,0.198373649
865,10X,Human Cardiac Niches,SAN_13233996,SpaGCN,Heart,0.264200782,0.369602804,0.439870512,0.72051114,0.418344421,0.331033811,0.369602804,20.99871278,761.6527338,0.096002621,0.057839146,0.073777105
866,10X,Human Cardiac Niches,SAN_13233996,SpaceFlow,Heart,0.285113176,0.373843499,0.459999364,0.652162516,0.417010652,0.338892717,0.373843499,30.25146561,273.8903812,0.023984273,0.055426844,0.17212737
867,10X,Human Cardiac Niches,SAN_13233996,SpatialMGCN,Heart,0.272761402,0.353079298,0.462552711,0.679226737,0.38436816,0.326501016,0.353079298,56.3077013,440.5678179,0.05406291,0.056376404,0.008205035
868,10X,Human Cardiac Niches,SAN_13233996,stLearn,Heart,0.498179574,0.59513285,0.627788908,0.855176933,0.653235902,0.546521656,0.59513285,310.6785487,4690.265384,0.221821756,0.063240264,-0.043347561
869,10X,Human Cardiac Niches,SAN_13233997,BASS,Heart,0.147903389,0.205433084,0.354942869,0.553235294,0.216603367,0.195358408,0.205433084,1136.372886,1969.18,0.045,0.056698599,0.203861356
870,10X,Human Cardiac Niches,SAN_13233997,Banksy,Heart,0.125340868,0.202622421,0.360372652,0.528529412,0.203116974,0.202130271,0.202622421,19.14641571,586.5691246,0.040294118,0.05638427,0.065788928
871,10X,Human Cardiac Niches,SAN_13233997,BayesSpace,Heart,0.141387954,0.193935632,0.353302843,0.543235294,0.202545311,0.186028058,0.193935632,1715.053478,6716.2,0.026764706,0.055467426,0.235792253
872,10X,Human Cardiac Niches,SAN_13233997,CCST,Heart,0.215952249,0.25498063,0.449823025,0.553588235,0.234401334,0.279572626,0.25498063,324.5216453,1127.948273,0.022823529,0.055058037,0.028080497
873,10X,Human Cardiac Niches,SAN_13233997,CellCharter,Heart,0.183042231,0.231100201,0.374667362,0.555882353,0.247536319,0.216713987,0.231100201,218.510704,408.3316845,0.083,0.057308879,0.123818723
874,10X,Human Cardiac Niches,SAN_13233997,DeepST,Heart,0.193932258,0.26560703,0.408131081,0.563411765,0.264169697,0.267214431,0.26560703,371.5344101,4734.336922,0.061294118,0.055534952,0.040080614
875,10X,Human Cardiac Niches,SAN_13233997,GraphST,Heart,0.126018537,0.223032149,0.36941436,0.49,0.219367105,0.226821739,0.223032149,18.12366924,818.1524279,0.100882353,0.057272983,0.128254369
876,10X,Human Cardiac Niches,SAN_13233997,PRECAST,Heart,0.155049245,0.247048638,0.374032035,0.564705882,0.253604722,0.240822982,0.247048638,105.07058,691.62,0.162058824,0.061655942,0.05909628
877,10X,Human Cardiac Niches,SAN_13233997,SEDR,Heart,0.184382832,0.232749858,0.40250707,0.577588235,0.232143888,0.233852189,0.232749858,22.34327812,1742.44518,0.016352941,0.055070027,0.171824938
878,10X,Human Cardiac Niches,SAN_13233997,STAGATE,Heart,0.276508309,0.27783639,0.458415846,0.643647059,0.288502104,0.268051601,0.27783639,50.70500941,351.3028351,0.083117647,0.056931661,0.133262526
879,10X,Human Cardiac Niches,SAN_13233997,SpaGCN,Heart,0.249472549,0.248866044,0.430295474,0.602647059,0.263532354,0.235746115,0.248866044,27.66915765,829.8093843,0.111764706,0.057451756,0.134971714
880,10X,Human Cardiac Niches,SAN_13233997,SpaceFlow,Heart,0.179060267,0.220791637,0.371931314,0.564882353,0.236204946,0.207290662,0.220791637,40.54813399,296.732692,0.014352941,0.054860607,0.221660745
881,10X,Human Cardiac Niches,SAN_13233997,SpatialMGCN,Heart,0.237517797,0.329173848,0.426885547,0.629705882,0.345119429,0.314636665,0.329173848,58.17429061,487.4146572,0.047941176,0.055688709,0.124678088
882,10X,Human Cardiac Niches,SAN_13233997,stLearn,Heart,0.591341818,0.600063068,0.695408246,0.812941176,0.608534224,0.591824521,0.600063068,345.5617416,5286.865209,0.343823529,0.06304286,-0.067503876
883,10X,Human Cardiac Niches,SAN_13233998,BASS,Heart,0.30801537,0.33909444,0.498687247,0.665313225,0.37048586,0.31260711,0.33909444,996.954184,2110.42,0.046113689,0.055796584,0.087561912
884,10X,Human Cardiac Niches,SAN_13233998,Banksy,Heart,0.158893513,0.252797112,0.374353189,0.576276102,0.284413232,0.227506853,0.252797112,20.1077179,612.9926445,0.052784223,0.055301334,0.097507324
885,10X,Human Cardiac Niches,SAN_13233998,BayesSpace,Heart,0.204512262,0.311707597,0.403222438,0.664153132,0.357161942,0.276516609,0.311707597,1749.417918,6819.1,0.05075406,0.05528418,0.136066936
886,10X,Human Cardiac Niches,SAN_13233998,CCST,Heart,0.189788296,0.269623123,0.443328873,0.594837587,0.268352702,0.271393013,0.269623123,327.9084379,1183.289299,0.020011601,0.055045141,0.000381945
887,10X,Human Cardiac Niches,SAN_13233998,CellCharter,Heart,0.259056853,0.285537976,0.449628112,0.620185615,0.324732537,0.254808583,0.285537976,243.5927275,481.4463591,0.058584687,0.055728176,0.096579264
888,10X,Human Cardiac Niches,SAN_13233998,DeepST,Heart,0.251826339,0.27872472,0.455922817,0.596229698,0.301122686,0.25967338,0.27872472,380.1953423,4812.600699,0.053712297,0.055128855,0.001238526
889,10X,Human Cardiac Niches,SAN_13233998,GraphST,Heart,0.135638326,0.239675045,0.355175003,0.581786543,0.270647252,0.215063686,0.239675045,19.24761477,861.9939682,0.120649652,0.057116834,0.090152762
890,10X,Human Cardiac Niches,SAN_13233998,PRECAST,Heart,0.22151665,0.281751147,0.415903904,0.649071926,0.323170265,0.249742854,0.281751147,118.2289801,809.44,0.133410673,0.059992919,0.099228615
891,10X,Human Cardiac Niches,SAN_13233998,SEDR,Heart,0.151257778,0.240478918,0.373283141,0.582308585,0.269784151,0.216986949,0.240478918,22.09730415,1823.30486,0.039443155,0.055138135,0.074127993
892,10X,Human Cardiac Niches,SAN_13233998,STAGATE,Heart,0.187800462,0.274827042,0.388748857,0.629640371,0.316177353,0.243056215,0.274827042,50.56129284,421.1207146,0.079930394,0.056480435,0.100211847
893,10X,Human Cardiac Niches,SAN_13233998,SpaGCN,Heart,0.292538531,0.309883802,0.48217878,0.633410673,0.339261811,0.285188237,0.309883802,23.96645288,864.9833323,0.085846868,0.056482092,0.016821894
894,10X,Human Cardiac Niches,SAN_13233998,SpaceFlow,Heart,0.249487447,0.291768461,0.437085701,0.654060325,0.336174802,0.257737257,0.291768461,27.05146942,364.583231,0.040951276,0.054940958,0.103393851
895,10X,Human Cardiac Niches,SAN_13233998,SpatialMGCN,Heart,0.186938684,0.278630996,0.386820386,0.613689095,0.321509712,0.245843622,0.278630996,58.43839564,497.8492599,0.034802784,0.055374532,0.050999533
896,10X,Human Cardiac Niches,SAN_13233998,stLearn,Heart,0.403363415,0.480159996,0.562572005,0.745359629,0.533121481,0.436770258,0.480159996,350.0351454,5508.13883,0.33149652,0.063940991,-0.028921954
897,10X,Human Cardiac Niches,SAN_13233999,BASS,Heart,0.459692091,0.436029466,0.583235525,0.725095453,0.466223595,0.409508394,0.436029466,1060.373698,1725.92,0.060048594,0.058619681,0.191538784
898,10X,Human Cardiac Niches,SAN_13233999,Banksy,Heart,0.433552482,0.442951387,0.565016247,0.709822978,0.463999219,0.423730229,0.442951387,18.39929724,514.5678366,0.057965984,0.057053813,0.146002879
899,10X,Human Cardiac Niches,SAN_13233999,BayesSpace,Heart,0.46885703,0.44277196,0.589670825,0.753557792,0.474446949,0.415061647,0.44277196,1451.581358,5977.94,0.051371052,0.057693204,0.110214401
900,10X,Human Cardiac Niches,SAN_13233999,CCST,Heart,0.381375341,0.403413956,0.530240734,0.652898299,0.414449616,0.393019244,0.403413956,256.1081817,896.4321383,0.022561611,0.056482893,0.119705748
901,10X,Human Cardiac Niches,SAN_13233999,CellCharter,Heart,0.365122929,0.388728257,0.504473395,0.662547726,0.422331223,0.360080023,0.388728257,188.3058321,418.0427563,0.056022215,0.057449334,0.161363654
902,10X,Human Cardiac Niches,SAN_13233999,DeepST,Heart,0.435616296,0.432737077,0.5665286,0.712113849,0.456812963,0.411177225,0.432737077,326.960159,4043.441453,0.072266574,0.056646311,0.106417354
903,10X,Human Cardiac Niches,SAN_13233999,GraphST,Heart,0.485789334,0.471677525,0.614649482,0.745227352,0.477770347,0.465738145,0.471677525,16.59292116,661.5531939,0.171121138,0.05798286,-0.016945566
904,10X,Human Cardiac Niches,SAN_13233999,PRECAST,Heart,0.450756725,0.456800319,0.575015399,0.713641097,0.489063029,0.428530822,0.456800319,100.091648,1072.18,0.18986463,0.062888069,0.050635978
905,10X,Human Cardiac Niches,SAN_13233999,SEDR,Heart,0.335738602,0.399353182,0.486364543,0.674002083,0.426761487,0.375253,0.399353182,19.54186244,1564.689236,0.037625824,0.056107167,0.128003008
906,10X,Human Cardiac Niches,SAN_13233999,STAGATE,Heart,0.510208778,0.487222422,0.623389832,0.772926067,0.512758718,0.464208829,0.487222422,46.66534352,364.7424162,0.13064908,0.058842972,0.053855935
907,10X,Human Cardiac Niches,SAN_13233999,SpaGCN,Heart,0.289449472,0.404811716,0.446524583,0.655675113,0.435353664,0.378274143,0.404811716,26.11732044,753.8059078,0.093023256,0.058139198,0.17960675
908,10X,Human Cardiac Niches,SAN_13233999,SpaceFlow,Heart,0.379459872,0.406841232,0.517237257,0.666990628,0.438641543,0.379380631,0.406841232,43.7052619,308.9789913,0.039569594,0.056301543,0.155572042
909,10X,Human Cardiac Niches,SAN_13233999,SpatialMGCN,Heart,0.457114966,0.435910554,0.58484237,0.700451232,0.454996756,0.418361143,0.435910554,52.7696279,446.165803,0.078097883,0.058607678,0.117257438
910,10X,Human Cardiac Niches,SAN_13233999,stLearn,Heart,0.766540746,0.791210486,0.823385749,0.952447067,0.847346186,0.742050503,0.791210486,292.4915986,4503.118015,0.323845887,0.065985888,0.042345406
911,10X,Human Cardiac Niches,SP_10550732,BASS,Heart,-0.004097761,0.012837657,0.610124319,0.983628922,0.074661416,0.007022577,0.012837657,1075.616692,1456.54,0.028649386,0.060201141,0.122124187
912,10X,Human Cardiac Niches,SP_10550732,Banksy,Heart,0.012223375,0.010746457,0.67541783,0.983628922,0.05544321,0.005949853,0.010746457,16.64115853,392.9056986,0.032742156,0.059990373,0.068569184
913,10X,Human Cardiac Niches,SP_10550732,BayesSpace,Heart,0.001441833,0.019692844,0.569023764,0.983628922,0.124225045,0.010694063,0.019692844,1090.360742,4586.28,0.028649386,0.059803687,0.171972494
914,10X,Human Cardiac Niches,SP_10550732,CCST,Heart,-0.001251656,0.012003582,0.5754262,0.983628922,0.074773613,0.006525599,0.012003582,179.4200854,586.13344,0.022191905,0.060103052,0.169456311
915,10X,Human Cardiac Niches,SP_10550732,CellCharter,Heart,-0.000547626,0.018745493,0.595657085,0.983628922,0.114166009,0.010212211,0.018745493,99.39071131,364.47423,0.05693497,0.061615169,0.154164166
916,10X,Human Cardiac Niches,SP_10550732,DeepST,Heart,-0.00167002,0.016644631,0.582101596,0.983628922,0.102635343,0.009056739,0.016644631,267.2663007,3116.427178,0.03365166,0.060033993,0.18070619
917,10X,Human Cardiac Niches,SP_10550732,GraphST,Heart,0.205595517,0.156720668,0.933978095,0.983628922,0.318428737,0.103937802,0.156720668,14.31052585,442.941221,0.054115507,0.062351453,-0.11380776
918,10X,Human Cardiac Niches,SP_10550732,PRECAST,Heart,0.066739908,0.083477347,0.753265466,0.983628922,0.379973192,0.046889292,0.083477347,53.78848801,781.1,0.071396089,0.06500597,0.125886626
919,10X,Human Cardiac Niches,SP_10550732,SEDR,Heart,0.021290773,0.027562816,0.661140423,0.983628922,0.145622133,0.015222138,0.027562816,17.1997354,1063.060481,0.01055025,0.059868573,0.047136043
920,10X,Human Cardiac Niches,SP_10550732,STAGATE,Heart,0.040002408,0.07663551,0.688721673,0.983628922,0.37021682,0.042741542,0.07663551,35.80090532,252.5795967,0.079399727,0.063375408,0.11974909
921,10X,Human Cardiac Niches,SP_10550732,SpaGCN,Heart,0.012251811,0.032387005,0.593092439,0.983628922,0.198296576,0.017633509,0.032387005,17.94694123,570.2676931,0.125511596,0.062866097,0.081388785
922,10X,Human Cardiac Niches,SP_10550732,SpaceFlow,Heart,2.72E-05,0.013418958,0.617038912,0.983628922,0.077442557,0.007346363,0.013418958,38.95986586,221.3342581,0.014006367,0.059755653,0.194949935
923,10X,Human Cardiac Niches,SP_10550732,SpatialMGCN,Heart,0.00408994,0.013180969,0.615603496,0.983628922,0.076639963,0.007210539,0.013180969,41.84008369,360.5235167,0.015461573,0.060143917,0.192350463
924,10X,Human Cardiac Niches,SP_10550732,stLearn,Heart,0.03737954,0.069532472,0.667511214,0.983628922,0.363924482,0.038438303,0.069532472,222.4978977,3074.186951,0.120964075,0.066471563,0.120989156
925,10X,Human Cardiac Niches,SP_11350375,BASS,Heart,0.274878299,0.364157448,0.640325201,0.885332395,0.512177159,0.282511377,0.364157448,1197.95077,1596.26,0.040450229,0.065806203,0.026371715
926,10X,Human Cardiac Niches,SP_11350375,Banksy,Heart,0.315352713,0.318487826,0.681775764,0.860358776,0.423192133,0.25531815,0.318487826,18.22165785,469.2964668,0.039395005,0.067893276,-0.003711052
927,10X,Human Cardiac Niches,SP_11350375,BayesSpace,Heart,0.266090883,0.35165921,0.623257293,0.900457263,0.525114559,0.264342007,0.35165921,1425.846026,5900.32,0.048540274,0.067125468,0.062684821
928,10X,Human Cardiac Niches,SP_11350375,CCST,Heart,0.259668809,0.306596589,0.640125596,0.867182554,0.415147202,0.243198836,0.306596589,248.9280684,853.0612219,0.014139993,0.065258074,0.028789494
929,10X,Human Cardiac Niches,SP_11350375,CellCharter,Heart,0.12728484,0.267601871,0.478621297,0.851354203,0.446060772,0.191175283,0.267601871,132.7786908,381.0566023,0.163489272,0.067847901,0.008954025
930,10X,Human Cardiac Niches,SP_11350375,DeepST,Heart,0.163326417,0.292520856,0.51665341,0.861413999,0.47552867,0.211263192,0.292520856,319.6854825,3976.620184,0.176574042,0.0685961,-0.005243546
931,10X,Human Cardiac Niches,SP_11350375,GraphST,Heart,0.228330257,0.353089158,0.601235448,0.892718959,0.511635151,0.269558202,0.353089158,18.11820779,618.4768267,0.271895885,0.06774291,-0.051967382
932,10X,Human Cardiac Niches,SP_11350375,PRECAST,Heart,0.544620152,0.449773995,0.81376947,0.900809005,0.570326173,0.3712924,0.449773995,98.51681604,861.46,0.110446711,0.071913046,-0.025099372
933,10X,Human Cardiac Niches,SP_11350375,SEDR,Heart,0.24755987,0.315931046,0.618875322,0.873302849,0.451316189,0.243440977,0.315931046,20.49044743,1378.347584,0.025958495,0.065442661,-0.026358319
934,10X,Human Cardiac Niches,SP_11350375,STAGATE,Heart,0.225034783,0.325558101,0.593933348,0.889342244,0.483390306,0.245788461,0.325558101,44.51567707,283.8681181,0.065845937,0.066440443,0.036476334
935,10X,Human Cardiac Niches,SP_11350375,SpaGCN,Heart,0.130901013,0.278820502,0.487920328,0.856137883,0.447756096,0.202440833,0.278820502,14.04105721,683.5287256,0.203658108,0.068166892,-0.063771415
936,10X,Human Cardiac Niches,SP_11350375,SpaceFlow,Heart,0.090523972,0.228365977,0.435631089,0.855012311,0.389218376,0.161609836,0.228365977,28.56453238,242.1340523,0.059373901,0.065738688,0.003963762
