,Technology,Dataset,Sample,Method,Tissue,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW
467,10X,Human Cardiac Niches,AVN_12992075,CellCharter,Heart,0.258991681,0.384860758,0.483582966,0.651753882,0.409775431,0.362820286,0.384860758,169.1071383,390.1067507,0.044968373,0.060299122,0.142328444
468,10X,Human Cardiac Niches,AVN_12992075,DeepST,Heart,0.237785592,0.369224735,0.476069738,0.640310523,0.385638722,0.354176048,0.369224735,374.2997855,4833.768648,0.026509488,0.059530594,0.164673018
469,10X,Human Cardiac Niches,AVN_12992075,GraphST,Heart,0.314370831,0.450476855,0.582854649,0.65986199,0.422224345,0.482781452,0.450476855,19.35158062,834.3336821,0.059804485,0.060056351,0.089473136
470,10X,Human Cardiac Niches,AVN_12992075,PRECAST,Heart,0.272295085,0.409614117,0.503906369,0.612420932,0.426813258,0.393747419,0.409614117,88.54181204,852.84,0.019838988,0.060103363,0.156584455
471,10X,Human Cardiac Niches,AVN_12992075,SEDR,Heart,0.280435542,0.417651267,0.52608515,0.628694652,0.420801105,0.414702281,0.417651267,19.85890136,1724.646563,0.011960897,0.059383563,0.113378069
472,10X,Human Cardiac Niches,AVN_12992075,STAGATE,Heart,0.228118501,0.371092821,0.474768336,0.573145486,0.382378614,0.360808877,0.371092821,51.2642354,329.0160568,0.028292122,0.059629607,0.16184385
473,10X,Human Cardiac Niches,AVN_12992075,SpaGCN,Heart,0.304018632,0.439636646,0.512764884,0.650373778,0.471064419,0.412140097,0.439636646,28.4532485,829.8426508,0.081656124,0.060511061,0.068215505
474,10X,Human Cardiac Niches,AVN_12992075,SpaceFlow,Heart,0.332626792,0.402335301,0.538333709,0.703967798,0.424667883,0.382243331,0.402335301,29.68843522,273.3830009,0.020184014,0.059711236,0.080243064
475,10X,Human Cardiac Niches,AVN_12992075,SpatialMGCN,Heart,0.170652437,0.309540609,0.442123653,0.613571018,0.317588833,0.301890213,0.309540609,55.12184482,478.1829853,0.014376078,0.059588738,0.130308801
476,10X,Human Cardiac Niches,AVN_12992075,stLearn,Heart,0.552235176,0.623243944,0.707475226,0.820586544,0.621008166,0.62549588,0.623243944,354.3217668,5404.835889,0.143760782,0.062900815,0.087644868
477,10X,Human Cardiac Niches,AVN_13228103,BASS,Heart,0.401265792,0.53347807,0.534134722,0.713800136,0.554615578,0.513892596,0.53347807,1216.928908,1701.56,0.038069341,0.051570066,0.004980332
478,10X,Human Cardiac Niches,AVN_13228103,Banksy,Heart,0.330110969,0.482209219,0.491044182,0.564242012,0.484801959,0.479644064,0.482209219,18.46019278,506.7658215,0.019374575,0.052309311,0.142587451
479,10X,Human Cardiac Niches,AVN_13228103,BayesSpace,Heart,0.299657079,0.466087377,0.466380961,0.634262407,0.471960471,0.460358656,0.466087377,1504.556876,5855.16,0.032630863,0.051449651,0.007196359
480,10X,Human Cardiac Niches,AVN_13228103,CCST,Heart,0.329029245,0.480492157,0.489544056,0.684772264,0.478107401,0.483771467,0.480492157,262.2602167,914.6950266,0.026376615,0.051956673,0.063683338
481,10X,Human Cardiac Niches,AVN_13228103,CellCharter,Heart,0.401173847,0.539805403,0.531194958,0.708701564,0.566581167,0.515470283,0.539805403,204.5210891,353.5915796,0.041400408,0.052041267,0.134274441
482,10X,Human Cardiac Niches,AVN_13228103,DeepST,Heart,0.337089538,0.512826105,0.48631534,0.631339225,0.529505169,0.49717232,0.512826105,334.5042298,4117.567539,0.029027872,0.051358943,0.194370205
483,10X,Human Cardiac Niches,AVN_13228103,GraphST,Heart,0.368639173,0.52346547,0.51000568,0.675390891,0.541198362,0.506857781,0.52346547,17.67843127,665.067452,0.040788579,0.051598522,0.147069401
484,10X,Human Cardiac Niches,AVN_13228103,PRECAST,Heart,0.313465155,0.482674766,0.466200683,0.599932019,0.501107825,0.465549698,0.482674766,93.20113597,976.02,0.016655337,0.051630294,0.187697913
485,10X,Human Cardiac Niches,AVN_13228103,SEDR,Heart,0.280998439,0.430912543,0.441028525,0.557375935,0.446393767,0.41647276,0.430912543,19.42639327,1536.31481,0.015431679,0.050986797,0.083347496
486,10X,Human Cardiac Niches,AVN_13228103,STAGATE,Heart,0.332358159,0.520378205,0.481811145,0.63664174,0.538116936,0.50381378,0.520378205,48.0381093,328.4984835,0.026444596,0.051896653,0.17202861
487,10X,Human Cardiac Niches,AVN_13228103,SpaGCN,Heart,0.514010666,0.621154058,0.62260335,0.750169952,0.645733083,0.598377561,0.621154058,23.58990641,760.1050188,0.042488103,0.051552701,0.130378838
488,10X,Human Cardiac Niches,AVN_13228103,SpaceFlow,Heart,0.336223395,0.505971049,0.483160461,0.636029912,0.524700781,0.488548586,0.505971049,54.71360178,278.5421223,0.014683889,0.05129204,0.228447583
489,10X,Human Cardiac Niches,AVN_13228103,SpatialMGCN,Heart,0.316033306,0.511765862,0.472643618,0.659415364,0.522745747,0.501237736,0.511765862,51.87061267,432.1608709,0.035350102,0.051362283,0.12390114
490,10X,Human Cardiac Niches,AVN_13228103,stLearn,Heart,0.486717535,0.612816441,0.600995604,0.776002719,0.636679303,0.590677727,0.612816441,299.5889193,4621.534419,0.06900068,0.053909936,0.077376302
491,10X,Human Cardiac Niches,AX_10238253,BASS,Heart,0.045103149,0.094490915,0.448581478,0.774907749,0.127819013,0.074948508,0.094490915,1011.220668,1365.98,0.04704797,0.076502505,0.084865904
492,10X,Human Cardiac Niches,AX_10238253,Banksy,Heart,0.04471073,0.075451517,0.524882879,0.762453875,0.09029773,0.064797842,0.075451517,17.65253997,390.3655863,0.083487085,0.07624496,-0.163424469
493,10X,Human Cardiac Niches,AX_10238253,BayesSpace,Heart,0.00633805,0.063371529,0.443653824,0.762453875,0.080883087,0.052093129,0.063371529,1106.90431,4550.5,0.046125461,0.077373914,0.178972586
494,10X,Human Cardiac Niches,AX_10238253,CCST,Heart,0.010287152,0.069560782,0.515267347,0.763099631,0.076853588,0.063766996,0.069560782,175.0344193,588.8027905,0.014852399,0.073093611,0.000782052
495,10X,Human Cardiac Niches,AX_10238253,CellCharter,Heart,0.039238159,0.105174968,0.389261898,0.768265683,0.158962011,0.078589602,0.105174968,163.9276068,388.6257479,0.206642066,0.076814745,0.065385216
496,10X,Human Cardiac Niches,AX_10238253,DeepST,Heart,0.053866278,0.110269778,0.405973631,0.783579336,0.164037746,0.083113358,0.110269778,255.6790784,3088.514176,0.179704797,0.075545798,0.072419898
497,10X,Human Cardiac Niches,AX_10238253,GraphST,Heart,0.041323995,0.106480546,0.59892749,0.762915129,0.10825369,0.104764553,0.106480546,15.92975998,462.1737919,0.102398524,0.076631514,-0.205678325
498,10X,Human Cardiac Niches,AX_10238253,PRECAST,Heart,0.063777616,0.11462686,0.46450105,0.778136531,0.158324644,0.089832881,0.11462686,67.70627799,836.72,0.104704797,0.081588063,0.096658821
499,10X,Human Cardiac Niches,AX_10238253,SEDR,Heart,0.043619582,0.076105291,0.427477669,0.765774908,0.107736076,0.058845175,0.076105291,18.35815134,1159.275533,0.04095941,0.072969673,0.192496663
500,10X,Human Cardiac Niches,AX_10238253,STAGATE,Heart,0.01825885,0.072739518,0.431809387,0.761623616,0.09919213,0.057498725,0.072739518,37.31542006,321.3481894,0.071678967,0.076103468,0.149125812
501,10X,Human Cardiac Niches,AX_10238253,SpaGCN,Heart,0.056714787,0.137695215,0.395383455,0.789667897,0.21055289,0.102297265,0.137695215,10.20996127,621.1411636,0.220479705,0.078304014,0.033504615
502,10X,Human Cardiac Niches,AX_10238253,SpaceFlow,Heart,0.033669327,0.088309251,0.41054961,0.757933579,0.128765599,0.067231208,0.088309251,24.81387205,271.2702126,0.027583026,0.072732188,0.074468867
503,10X,Human Cardiac Niches,AX_10238253,SpatialMGCN,Heart,-0.008697172,0.039917674,0.353232906,0.756918819,0.060290378,0.02983585,0.039917674,43.72549477,380.4266171,0.05304428,0.074404962,0.087102069
504,10X,Human Cardiac Niches,AX_10238253,stLearn,Heart,0.675779419,0.625050217,0.855029547,0.882380074,0.682120166,0.576792559,0.625050217,219.7940757,3212.616273,0.265682657,0.08157412,-0.150802847
505,10X,Human Cardiac Niches,AX_8795936,BASS,Heart,0.128807351,0.167205885,0.591971517,0.89297198,0.274186651,0.120276864,0.167205885,888.510004,1300.98,0.071198898,0.063172809,0.131367626
506,10X,Human Cardiac Niches,AX_8795936,Banksy,Heart,0.083598797,0.062489729,0.586140605,0.863114378,0.097260932,0.046032803,0.062489729,16.76480298,369.7676121,0.02618282,0.062937785,0.208362889
507,10X,Human Cardiac Niches,AX_8795936,BayesSpace,Heart,0.084833172,0.134076803,0.529700614,0.898024805,0.234188548,0.09392529,0.134076803,1100.67038,4546.8,0.0404226,0.062886202,0.188565543
508,10X,Human Cardiac Niches,AX_8795936,CCST,Heart,0.136699487,0.135203021,0.621727684,0.875424897,0.197772613,0.102721221,0.135203021,176.8053938,523.0805048,0.025631603,0.063294766,0.113892291
509,10X,Human Cardiac Niches,AX_8795936,CellCharter,Heart,0.059600514,0.115329863,0.489168248,0.863114378,0.212260556,0.079180601,0.115329863,146.527638,236.7147383,0.125493799,0.064116062,0.06571695
510,10X,Human Cardiac Niches,AX_8795936,DeepST,Heart,0.101213094,0.136683802,0.544432836,0.873311897,0.234799157,0.096670681,0.136683802,268.2163312,3061.487086,0.079650896,0.063086823,0.104525846
511,10X,Human Cardiac Niches,AX_8795936,GraphST,Heart,0.09038495,0.144286497,0.538164768,0.893890675,0.250800087,0.101275345,0.144286497,13.33656077,386.2659336,0.323380799,0.067255966,-0.013421578
512,10X,Human Cardiac Niches,AX_8795936,PRECAST,Heart,0.19409099,0.185973116,0.674362166,0.886081764,0.270905038,0.141584657,0.185973116,60.27178602,721.9,0.099678457,0.066714405,0.050852055
513,10X,Human Cardiac Niches,AX_8795936,SEDR,Heart,0.153520268,0.139849682,0.619513464,0.885346808,0.222088006,0.102058088,0.139849682,16.85458488,882.8465569,0.056775379,0.062269117,0.185849243
514,10X,Human Cardiac Niches,AX_8795936,STAGATE,Heart,0.149404336,0.156057041,0.616973853,0.892053284,0.246578539,0.114328665,0.156057041,36.01982369,187.0690582,0.106293064,0.06464086,0.151813686
515,10X,Human Cardiac Niches,AX_8795936,SpaGCN,Heart,0.126247175,0.1629834,0.56261228,0.89297198,0.283434,0.114376822,0.1629834,13.488059,473.1117785,0.120349104,0.065236638,0.093144115
516,10X,Human Cardiac Niches,AX_8795936,SpaceFlow,Heart,0.027711298,0.042010502,0.49089365,0.863114378,0.074322471,0.029293899,0.042010502,23.45668459,161.8425352,0.039595774,0.06256105,0.15626833
517,10X,Human Cardiac Niches,AX_8795936,SpatialMGCN,Heart,0.137021953,0.165801024,0.606305258,0.897106109,0.270797593,0.119476359,0.165801024,42.57455964,267.9360453,0.072117593,0.063725301,0.074731033
518,10X,Human Cardiac Niches,AX_8795936,stLearn,Heart,0.164741301,0.191399406,0.652535439,0.8989435,0.266902566,0.14919433,0.191399406,220.0588128,2918.859604,0.139182361,0.066644674,-0.110846735
519,10X,Human Cardiac Niches,AX_9341984,BASS,Heart,0.028597431,0.007026068,0.81808257,0.979553903,0.020824582,0.004225934,0.007026068,904.2097081,1240.52,0.019052045,0.069340959,0.103755458
520,10X,Human Cardiac Niches,AX_9341984,Banksy,Heart,0.002622581,4.13E-05,0.883548435,0.979553903,9.00E-05,2.68E-05,4.13E-05,16.0662087,355.3132557,0.006040892,0.069254386,0.070269029
521,10X,Human Cardiac Niches,AX_9341984,BayesSpace,Heart,-0.00970224,0.001939935,0.973142772,0.979553903,0.001351465,0.003436136,0.001939935,1090.96863,4480.02,0.006505576,0.071898181,0.015986621
522,10X,Human Cardiac Niches,AX_9341984,CCST,Heart,-0.01370798,0.013464283,0.717796574,0.979553903,0.050523755,0.007767186,0.013464283,172.6846648,511.658802,0.006040892,0.069214434,0.172844029
523,10X,Human Cardiac Niches,AX_9341984,CellCharter,Heart,-0.011119718,0.027904595,0.704796866,0.979553903,0.107899338,0.016025725,0.027904595,135.5494092,211.6955717,0.089219331,0.070943695,0.135456765
524,10X,Human Cardiac Niches,AX_9341984,DeepST,Heart,0.001296681,0.015108966,0.693491824,0.979553903,0.05998743,0.008642926,0.015108966,260.9109583,3024.556189,0.019144981,0.069265885,0.167802932
525,10X,Human Cardiac Niches,AX_9341984,GraphST,Heart,0.052084893,0.009251647,0.964128684,0.979553903,0.008828332,0.009717602,0.009251647,15.31138721,373.0610355,0.017193309,0.070637858,-0.016107018
526,10X,Human Cardiac Niches,AX_9341984,PRECAST,Heart,0.048940933,0.012287575,0.867671377,0.979553903,0.03011287,0.007718571,0.012287575,45.416324,642.98,0.054832714,0.071041262,0.056538478
527,10X,Human Cardiac Niches,AX_9341984,SEDR,Heart,0.013289849,0.001001259,0.922086872,0.979553903,0.00169318,0.000711273,0.001001259,16.70697412,814.4144051,0.008178439,0.069236355,0.128450898
528,10X,Human Cardiac Niches,AX_9341984,STAGATE,Heart,0.057445447,0.013508901,0.918590398,0.979553903,0.025973615,0.009158306,0.013508901,35.58187332,175.9500822,0.02527881,0.07027188,0.028796437
529,10X,Human Cardiac Niches,AX_9341984,SpaGCN,Heart,-0.006630254,0.008138172,0.70039929,0.979553903,0.031739547,0.004667466,0.008138172,17.11757255,451.723749,0.046003717,0.069826664,0.170454599
530,10X,Human Cardiac Niches,AX_9341984,SpaceFlow,Heart,-0.007733825,0.018714618,0.69750157,0.979553903,0.073328465,0.010726071,0.018714618,31.97436285,148.1831425,0.004553903,0.069218606,0.167624745
531,10X,Human Cardiac Niches,AX_9341984,SpatialMGCN,Heart,0.002058155,0.007930089,0.693877068,0.979553903,0.031483083,0.004536364,0.007930089,40.71661696,254.1337706,0.019981413,0.069236686,0.092637442
532,10X,Human Cardiac Niches,AX_9341984,stLearn,Heart,-0.007208,0.017671211,0.69680461,0.979553903,0.069357084,0.010125527,0.017671211,217.4170779,2775.388698,0.118494424,0.072512627,0.144094365
533,10X,Human Cardiac Niches,LA_10238252,BASS,Heart,0.208431183,0.283178738,0.517546445,0.846063455,0.388828896,0.222674904,0.283178738,1080.235932,1112.38,0.098119859,0.073761262,0.038657832
534,10X,Human Cardiac Niches,LA_10238252,Banksy,Heart,0.179730206,0.258661048,0.487412061,0.811985899,0.359480869,0.202006428,0.258661048,15.16995358,316.0217949,0.111045828,0.071835076,-0.072469703
535,10X,Human Cardiac Niches,LA_10238252,BayesSpace,Heart,0.184591208,0.253717737,0.501077597,0.830199765,0.344391501,0.200839366,0.253717737,863.9406481,3635.86,0.057579318,0.072333916,0.052555609
536,10X,Human Cardiac Niches,LA_10238252,CCST,Heart,0.189381993,0.22384002,0.513615674,0.808695652,0.295874546,0.18018642,0.22384002,134.1691364,435.4690018,0.047591069,0.069948027,-0.077927483
537,10X,Human Cardiac Niches,LA_10238252,CellCharter,Heart,0.115699478,0.233650015,0.411936911,0.811045828,0.350022944,0.175351729,0.233650015,128.9045075,336.6692427,0.131609871,0.071669058,0.001527491
538,10X,Human Cardiac Niches,LA_10238252,DeepST,Heart,0.095817721,0.232873656,0.40137482,0.815276146,0.34400352,0.176021478,0.232873656,208.4024209,2461.83727,0.132079906,0.070637702,-0.035521807
539,10X,Human Cardiac Niches,LA_10238252,GraphST,Heart,0.263960737,0.340653772,0.595190911,0.847826087,0.415091219,0.288854156,0.340653772,12.76218667,339.1002741,0.158049354,0.072433856,-0.113380129
540,10X,Human Cardiac Niches,LA_10238252,PRECAST,Heart,0.235851727,0.334689941,0.532786691,0.857814336,0.466769477,0.260872182,0.334689941,56.30380001,567.42,0.156874266,0.075506721,0.057545443
541,10X,Human Cardiac Niches,LA_10238252,SEDR,Heart,0.140401145,0.206868073,0.450537381,0.800940071,0.298539131,0.158269755,0.206868073,14.18933263,895.347821,0.064629847,0.06988054,0.025056922
542,10X,Human Cardiac Niches,LA_10238252,STAGATE,Heart,0.219761525,0.272524809,0.529390612,0.816451234,0.371493618,0.215354739,0.272524809,31.33417888,247.6850796,0.152408931,0.072446848,-0.07516281
543,10X,Human Cardiac Niches,LA_10238252,SpaGCN,Heart,0.169348057,0.268803549,0.477867506,0.820211516,0.376767863,0.208932981,0.268803549,10.14565992,484.5489311,0.176850764,0.072291087,-0.058853588
544,10X,Human Cardiac Niches,LA_10238252,SpaceFlow,Heart,0.079123316,0.21647485,0.376325907,0.802350176,0.326821322,0.161835736,0.21647485,22.24210377,216.3792089,0.065452409,0.069657678,-0.000748568
545,10X,Human Cardiac Niches,LA_10238252,SpatialMGCN,Heart,0.130085348,0.257392603,0.437556177,0.825499412,0.376448347,0.195548376,0.257392603,32.72132735,329.8071444,0.162162162,0.0725599,-0.035869367
546,10X,Human Cardiac Niches,LA_10238252,stLearn,Heart,0.290637082,0.37026243,0.592077726,0.814923619,0.463186547,0.308392893,0.37026243,173.0198054,2486.896855,0.266157462,0.077116688,-0.144121005
547,10X,Human Cardiac Niches,LA_8795934,BASS,Heart,0.209047126,0.190536221,0.506679991,0.66084107,0.195945558,0.185417525,0.190536221,1076.341916,1107.34,0.097760786,0.069459606,0.029042501
548,10X,Human Cardiac Niches,LA_8795934,Banksy,Heart,0.177565743,0.129984769,0.595538078,0.624795194,0.107485406,0.16439718,0.129984769,15.99373245,316.4462152,0.035499727,0.068747081,-0.104058203
549,10X,Human Cardiac Niches,LA_8795934,BayesSpace,Heart,0.138465716,0.133593166,0.599328485,0.625887493,0.103168183,0.189468761,0.133593166,911.46077,3867.3,0.06116876,0.069554011,-0.068053192
550,10X,Human Cardiac Niches,LA_8795934,CCST,Heart,0.153325596,0.12932016,0.52231165,0.6160568,0.119891526,0.140744182,0.12932016,144.8839728,420.6614725,0.029929001,0.06786852,-0.090558432
551,10X,Human Cardiac Niches,LA_8795934,CellCharter,Heart,0.143724623,0.175532991,0.431920242,0.624904424,0.189892942,0.163259756,0.175532991,125.0497136,227.6254303,0.149972693,0.069786521,-0.00659085
552,10X,Human Cardiac Niches,LA_8795934,DeepST,Heart,0.157529975,0.15674876,0.443392021,0.637902785,0.168620899,0.146465456,0.15674876,224.5124745,2603.028747,0.234407428,0.069898857,-0.035863522
553,10X,Human Cardiac Niches,LA_8795934,GraphST,Heart,0.194522431,0.154621071,0.60616481,0.641179683,0.126920728,0.197788176,0.154621071,13.75995016,310.1245632,0.098306936,0.069695741,-0.006212724
554,10X,Human Cardiac Niches,LA_8795934,PRECAST,Heart,0.256809681,0.16348552,0.591357114,0.648279629,0.149832871,0.179875641,0.16348552,49.267524,588.38,0.168214091,0.073609372,-0.013557039
555,10X,Human Cardiac Niches,LA_8795934,SEDR,Heart,0.073029247,0.108394835,0.397544457,0.597815401,0.11454134,0.102958113,0.108394835,15.23477879,828.8119715,0.039978154,0.067555439,-0.002917954
556,10X,Human Cardiac Niches,LA_8795934,STAGATE,Heart,0.197484402,0.152761933,0.550789232,0.655598034,0.143126944,0.163827967,0.152761933,31.61177883,177.2688492,0.116766794,0.071570243,-0.004296806
557,10X,Human Cardiac Niches,LA_8795934,SpaGCN,Heart,0.097023592,0.141294598,0.393004334,0.618787548,0.154559427,0.130126673,0.141294598,21.36596222,390.6457802,0.144183506,0.069135522,0.009358084
558,10X,Human Cardiac Niches,LA_8795934,SpaceFlow,Heart,0.068832607,0.152996475,0.386233583,0.595303113,0.163600355,0.143762394,0.152996475,34.35490947,153.9888912,0.029710541,0.067678154,0.051020971
559,10X,Human Cardiac Niches,LA_8795934,SpatialMGCN,Heart,0.112752993,0.171973635,0.41915785,0.619879847,0.183012477,0.162190709,0.171973635,36.06376662,242.0094696,0.07646095,0.068267202,0.088309673
560,10X,Human Cardiac Niches,LA_8795934,stLearn,Heart,0.226689667,0.155729769,0.549045565,0.622610595,0.145340359,0.167718869,0.155729769,189.1487923,2529.862832,0.172583288,0.071804458,-0.029262613
561,10X,Human Cardiac Niches,LA_8795935,BASS,Heart,0.443056987,0.39938666,0.74041275,0.761538462,0.347873485,0.468807814,0.39938666,631.959426,986.14,0.045192308,0.07508184,-0.011244815
562,10X,Human Cardiac Niches,LA_8795935,Banksy,Heart,0.384138671,0.242909388,0.723118914,0.705769231,0.204326613,0.299455188,0.242909388,12.47808514,198.614332,0.024038462,0.072134192,-0.030421561
563,10X,Human Cardiac Niches,LA_8795935,BayesSpace,Heart,0.314623459,0.275173728,0.681055843,0.707692308,0.240658629,0.321246717,0.275173728,518.417682,2288.32,0.071153846,0.07499544,-0.151039404
564,10X,Human Cardiac Niches,LA_8795935,CCST,Heart,0.359520007,0.270089123,0.713666603,0.714615385,0.219944366,0.350699807,0.270089123,87.39355321,226.2566849,0.026346154,0.071984023,-0.125403888
565,10X,Human Cardiac Niches,LA_8795935,CellCharter,Heart,0.159084686,0.241677988,0.438387865,0.703076923,0.296164435,0.204140265,0.241677988,95.9443996,210.1935116,0.1675,0.077698558,0.009733365
566,10X,Human Cardiac Niches,LA_8795935,DeepST,Heart,0.132053428,0.175705433,0.425248031,0.701538462,0.210548623,0.150953951,0.175705433,116.0290507,1559.392911,0.344230769,0.085251746,-0.110741194
567,10X,Human Cardiac Niches,LA_8795935,GraphST,Heart,0.399944643,0.3219924,0.696943176,0.736538462,0.307321546,0.338134182,0.3219924,9.417780924,172.8798801,0.130769231,0.078468603,-0.045163129
568,10X,Human Cardiac Niches,LA_8795935,PRECAST,Heart,0.287357051,0.29333382,0.564345213,0.745192308,0.328083858,0.265240079,0.29333382,25.82567,348.02,0.140384615,0.080860755,0.001300548
569,10X,Human Cardiac Niches,LA_8795935,SEDR,Heart,0.178891889,0.199561071,0.466298302,0.702307692,0.236589292,0.172572043,0.199561071,9.707644987,473.5834942,0.069230769,0.073571556,-0.131128967
570,10X,Human Cardiac Niches,LA_8795935,STAGATE,Heart,0.246604212,0.266589089,0.539175886,0.734423077,0.296020806,0.243799587,0.266589089,20.9887804,143.7491869,0.146538462,0.076119762,-0.038630818
571,10X,Human Cardiac Niches,LA_8795935,SpaGCN,Heart,0.095836741,0.177901374,0.384715905,0.6875,0.220329009,0.149175423,0.177901374,6.72412138,280.7242168,0.2125,0.082941845,-0.02517397
572,10X,Human Cardiac Niches,LA_8795935,SpaceFlow,Heart,0.074791371,0.216081916,0.369040025,0.686923077,0.268256657,0.180902032,0.216081916,30.53426733,128.4252274,0.019038462,0.07202803,0.147550078
573,10X,Human Cardiac Niches,LA_8795935,SpatialMGCN,Heart,0.019459462,0.163605303,0.341347239,0.625961538,0.199802409,0.138511868,0.163605303,17.73772602,187.7861055,0.047115385,0.072545247,0.033578113
574,10X,Human Cardiac Niches,LA_8795935,stLearn,Heart,0.428897213,0.348446182,0.70910481,0.717307692,0.3244719,0.376245893,0.348446182,108.9141779,1382.115096,0.110576923,0.075624529,-0.080793928
575,10X,Human Cardiac Niches,LA_9341983,BASS,Heart,0.074046371,0.08250344,0.536919075,0.815052042,0.119708389,0.062941456,0.08250344,829.7677199,755.56,0.076060849,0.076294275,0.008113227
576,10X,Human Cardiac Niches,LA_9341983,Banksy,Heart,0.3684511,0.183210718,0.831691417,0.842273819,0.15781754,0.21834249,0.183210718,13.11107588,230.7761719,0.030424339,0.076196431,0.045014683
577,10X,Human Cardiac Niches,LA_9341983,BayesSpace,Heart,0.119364872,0.08581723,0.661753391,0.815852682,0.096977673,0.076960425,0.08581723,643.483212,2601.6,0.022417934,0.078218077,-0.015820141
578,10X,Human Cardiac Niches,LA_9341983,CCST,Heart,0.147644599,0.097476707,0.670789862,0.818094476,0.104553924,0.092397485,0.097476707,98.97837806,259.8129883,0.016813451,0.077135146,-0.032252522
579,10X,Human Cardiac Niches,LA_9341983,CellCharter,Heart,0.100268577,0.151293593,0.50035427,0.816973579,0.238852313,0.110728243,0.151293593,90.26662445,206.5687532,0.175660528,0.079239564,0.024543967
580,10X,Human Cardiac Niches,LA_9341983,DeepST,Heart,0.082015085,0.114656105,0.497371809,0.815052042,0.179404486,0.08427949,0.114656105,145.4973526,1834.451273,0.088550841,0.076240273,0.032067176
581,10X,Human Cardiac Niches,LA_9341983,GraphST,Heart,0.155016619,0.116697633,0.664519723,0.823859087,0.136916699,0.101681847,0.116697633,9.668915176,204.0812283,0.086469175,0.078998935,-0.005696183
582,10X,Human Cardiac Niches,LA_9341983,PRECAST,Heart,0.069638346,0.083642045,0.528695219,0.815052042,0.120973026,0.063917721,0.083642045,29.256916,388.02,0.09367494,0.078790087,0.035237807
583,10X,Human Cardiac Niches,LA_9341983,SEDR,Heart,0.076605789,0.108561358,0.512112352,0.816973579,0.163694593,0.081228544,0.108561358,11.56539221,557.0795963,0.050920737,0.074862025,0.034577294
584,10X,Human Cardiac Niches,LA_9341983,STAGATE,Heart,0.228639615,0.138254041,0.728193456,0.821457166,0.154725577,0.125896267,0.138254041,23.98349533,154.7554691,0.099439552,0.076727691,-0.023117905
585,10X,Human Cardiac Niches,LA_9341983,SpaGCN,Heart,0.029361976,0.072060406,0.435189721,0.815052042,0.11681029,0.052100692,0.072060406,10.6723393,321.4411366,0.162530024,0.07884868,0.029466578
586,10X,Human Cardiac Niches,LA_9341983,SpaceFlow,Heart,0.009690802,0.061353553,0.436537595,0.815052042,0.097454214,0.044769664,0.061353553,22.79752722,136.9630194,0.025780624,0.074715489,0.078730807
587,10X,Human Cardiac Niches,LA_9341983,SpatialMGCN,Heart,0.1531936,0.121292862,0.611931574,0.818254604,0.160409275,0.09751376,0.121292862,21.69903183,201.2412403,0.055244195,0.078745276,0.054358157
588,10X,Human Cardiac Niches,LA_9341983,stLearn,Heart,0.206068486,0.133621602,0.655364021,0.819055244,0.168232162,0.110822073,0.133621602,128.6822299,1623.594677,0.095276221,0.080034203,-0.065807035
589,10X,Human Cardiac Niches,LV_8795933,BASS,Heart,0.778003445,0.571672942,0.939905426,0.949152542,0.618782618,0.531228973,0.571672942,1012.709764,1697.22,0.038395019,0.065197564,-0.076112269
590,10X,Human Cardiac Niches,LV_8795933,Banksy,Heart,0.710044895,0.560293103,0.919112105,0.946385334,0.592307656,0.531561891,0.560293103,18.46306343,466.7106579,0.016603251,0.061700523,-0.17545389
591,10X,Human Cardiac Niches,LV_8795933,BayesSpace,Heart,0.669248971,0.486168296,0.905882059,0.944655828,0.545083307,0.438746624,0.486168296,1467.404,5995.1,0.072985126,0.065462589,-0.079600389
592,10X,Human Cardiac Niches,LV_8795933,CCST,Heart,0.737924735,0.540185927,0.936379057,0.937530266,0.474777287,0.627152128,0.540185927,255.3140015,821.4594131,0.005188516,0.061816312,-0.105494802
593,10X,Human Cardiac Niches,LV_8795933,CellCharter,Heart,0.111375661,0.246612781,0.472969939,0.923486683,0.509272804,0.162706167,0.246612781,192.1587008,261.9190802,0.40961605,0.06975257,-0.055219546
594,10X,Human Cardiac Niches,LV_8795933,DeepST,Heart,0.137282555,0.271746771,0.514109953,0.927706676,0.527613035,0.183135657,0.271746771,313.7417059,4016.937919,0.415427188,0.071493743,-0.079586538
595,10X,Human Cardiac Niches,LV_8795933,GraphST,Heart,0.693791806,0.487196549,0.915051345,0.941542719,0.530096432,0.450720442,0.487196549,17.28186121,584.9765064,0.06779661,0.067708046,-0.059593007
596,10X,Human Cardiac Niches,LV_8795933,PRECAST,Heart,0.387004263,0.314590327,0.757317918,0.928744379,0.490126619,0.231632394,0.314590327,98.69659791,811.28,0.179522657,0.072082783,-0.077884299
597,10X,Human Cardiac Niches,LV_8795933,SEDR,Heart,0.536548353,0.394976741,0.837904067,0.934763058,0.548191929,0.309436338,0.394976741,24.06319265,1292.832122,0.049394673,0.061973115,-0.057473749
598,10X,Human Cardiac Niches,LV_8795933,STAGATE,Heart,0.494397711,0.403571439,0.8203188,0.939951574,0.515866489,0.335764173,0.403571439,46.41469703,225.1001278,0.121411276,0.064062058,-0.091005349
