,Tech,Dataset,Sample,Method,Tissue,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Memory,Time
290,Slideseq,Human Normal,Puck_200104_16,CellCharter,Kidney,0.027293985,0.138064589,0.237111096,0.606078946,0.194353415,0.107118921,0.138064589,200.0630693,1756.612747
291,Slideseq,Human Normal,Puck_200104_16,DeepST,Kidney,0.029655613,0.132615186,0.304924205,0.603230831,0.156757311,0.115067693,0.132615186,24050.55772,1794.475395
292,Slideseq,Human Normal,Puck_200104_16,GraphST,Kidney,0.044375515,0.18155425,0.255730592,0.610965244,0.255073983,0.140933205,0.18155425,16038.15481,93.31719112
293,Slideseq,Human Normal,Puck_200104_16,PRECAST,Kidney,0.008659912,0.055606263,0.228828855,0.598597003,0.076303889,0.043741319,0.055606263,1606.66,375.4648392
294,Slideseq,Human Normal,Puck_200104_16,SEDR,Kidney,0.060242946,0.155575611,0.34660013,0.60420097,0.185673469,0.133874429,0.155575611,15599.89505,133.0387895
295,Slideseq,Human Normal,Puck_200104_16,STAGATE,Kidney,0.100364463,0.18290363,0.356517963,0.628178541,0.240255215,0.147671309,0.18290363,364.4329561,247.7670967
296,Slideseq,Human Normal,Puck_200104_16,SpaGCN,Kidney,0.016454257,0.053283972,0.275180894,0.603800454,0.065072492,0.045111569,0.053283972,9856.507874,1459.360843
297,Slideseq,Human Normal,Puck_200104_16,SpaceFlow,Kidney,0.016775914,0.127427543,0.22028221,0.604459081,0.180316475,0.098542598,0.127427543,489.401252,545.9236746
298,Slideseq,Human Normal,Puck_200104_16,SpatialMGCN,Kidney,0.010837143,0.082254691,0.227382396,0.603310934,0.114487878,0.064184137,0.082254691,4677.989298,268.7013981
299,Slideseq,Human Normal,Puck_200104_16,stLearn,Kidney,0.046046097,0.115566181,0.400591245,0.607102488,0.118445067,0.115934848,0.115566181,3009.066252,13.32781
300,Slideseq,Human Normal,Puck_200104_17,BASS,Kidney,0.245231843,0.303797222,0.466188475,0.648488477,0.298430524,0.309360474,0.303797222,4931.24,3140.48386
301,Slideseq,Human Normal,Puck_200104_17,Banksy,Kidney,0.136045205,0.256930124,0.370751744,0.590781203,0.271167752,0.244113002,0.256930124,2251.615516,45.99921861
302,Slideseq,Human Normal,Puck_200104_17,CCST,Kidney,0.092239405,0.109772036,0.426040021,0.518982341,0.091807284,0.13664698,0.109772036,19664.938,5670.098124
303,Slideseq,Human Normal,Puck_200104_17,CellCharter,Kidney,0.090075144,0.204052713,0.296168946,0.621454654,0.237998109,0.178610407,0.204052713,328.3384571,1458.283394
304,Slideseq,Human Normal,Puck_200104_17,DeepST,Kidney,0.133923191,0.215582949,0.358992796,0.598826699,0.227575462,0.20499955,0.215582949,18759.69083,1150.369457
305,Slideseq,Human Normal,Puck_200104_17,GraphST,Kidney,0.079963127,0.20520728,0.301075775,0.574558515,0.23403058,0.182705231,0.20520728,9094.497115,54.68035746
306,Slideseq,Human Normal,Puck_200104_17,PRECAST,Kidney,0.136057683,0.252627637,0.332945536,0.683807243,0.295877811,0.220409154,0.252627637,1233.12,173.1640229
307,Slideseq,Human Normal,Puck_200104_17,SEDR,Kidney,0.090334356,0.195164349,0.315241627,0.582101167,0.21503336,0.178656543,0.195164349,9726.795728,74.16252623
308,Slideseq,Human Normal,Puck_200104_17,STAGATE,Kidney,0.086860288,0.18247975,0.295090251,0.598431607,0.212357332,0.159980604,0.18247975,332.5695787,162.1552227
309,Slideseq,Human Normal,Puck_200104_17,SpaGCN,Kidney,0.156683721,0.249526279,0.356674233,0.648368752,0.28246236,0.223469024,0.249526279,6197.326465,943.129419
310,Slideseq,Human Normal,Puck_200104_17,SpaceFlow,Kidney,0.059185504,0.127643069,0.271559186,0.54536965,0.146699114,0.113077835,0.127643069,445.5239117,312.7555089
311,Slideseq,Human Normal,Puck_200104_17,SpatialMGCN,Kidney,0.040616677,0.126862127,0.247545403,0.547680335,0.149315492,0.110278902,0.126862127,2867.808137,152.6669209
312,Slideseq,Human Normal,Puck_200104_17,stLearn,Kidney,0.166516336,0.253107167,0.418637986,0.626530979,0.242069255,0.268011045,0.253107167,2608.878022,9.881738424
313,Slideseq,Human Normal,Puck_200104_18,BASS,Kidney,0.168120082,0.315781765,0.399024889,0.627332536,0.317181503,0.314394327,0.315781765,4691,2763.066839
314,Slideseq,Human Normal,Puck_200104_18,Banksy,Kidney,0.207795305,0.32206325,0.403929849,0.647966507,0.34036116,0.305632369,0.32206325,2252.67894,39.54887705
315,Slideseq,Human Normal,Puck_200104_18,CCST,Kidney,0.135003202,0.209440658,0.395741328,0.557691388,0.189039309,0.234929155,0.209440658,19710.63668,5717.887209
316,Slideseq,Human Normal,Puck_200104_18,CellCharter,Kidney,0.123159419,0.248445282,0.305586534,0.600980861,0.287096072,0.21897492,0.248445282,366.5448025,1323.705416
317,Slideseq,Human Normal,Puck_200104_18,DeepST,Kidney,0.146700648,0.264263754,0.33211227,0.62611244,0.296584991,0.238524958,0.264263754,19075.95686,1094.729959
318,Slideseq,Human Normal,Puck_200104_18,GraphST,Kidney,0.170563652,0.276428,0.357544793,0.635287081,0.310079543,0.249365482,0.276428,9111.598533,53.10511098
319,Slideseq,Human Normal,Puck_200104_18,PRECAST,Kidney,0.148388307,0.237589045,0.330439571,0.640251196,0.272913584,0.210360993,0.237589045,1231.5,183.939044
320,Slideseq,Human Normal,Puck_200104_18,SEDR,Kidney,0.246483923,0.298518144,0.437385256,0.624940191,0.314185681,0.284339057,0.298518144,9800.468279,70.22117496
321,Slideseq,Human Normal,Puck_200104_18,STAGATE,Kidney,0.155584809,0.268683513,0.347703278,0.632739234,0.300015794,0.243318957,0.268683513,334.8040525,162.1987417
322,Slideseq,Human Normal,Puck_200104_18,SpaGCN,Kidney,0.187413081,0.303228824,0.368709228,0.677751196,0.338732891,0.274461338,0.303228824,6304.333501,801.6141959
323,Slideseq,Human Normal,Puck_200104_18,SpaceFlow,Kidney,0.108087308,0.226443808,0.292361717,0.588098086,0.261032705,0.199988403,0.226443808,403.2153389,134.1905797
324,Slideseq,Human Normal,Puck_200104_18,SpatialMGCN,Kidney,0.117387222,0.256815843,0.314494034,0.595035885,0.287354994,0.232144304,0.256815843,2833.567901,144.6196513
325,Slideseq,Human Normal,Puck_200104_18,stLearn,Kidney,0.177173459,0.282985819,0.38558705,0.603277512,0.290219396,0.276697015,0.282985819,2645.478368,9.687174606
326,Slideseq,Human Normal,Puck_200104_20,BASS,Kidney,0.134715465,0.26080348,0.376022691,0.560591871,0.26731993,0.254597173,0.26080348,8232.6,5749.168338
327,Slideseq,Human Normal,Puck_200104_20,Banksy,Kidney,0.167855393,0.238939699,0.47106828,0.54405337,0.225800722,0.253702218,0.238939699,3377.631996,124.2824134
328,Slideseq,Human Normal,Puck_200104_20,CCST,Kidney,0.048107095,0.130431772,0.291521228,0.509683461,0.140733334,0.121562729,0.130431772,48828.44087,14180.87347
329,Slideseq,Human Normal,Puck_200104_20,CellCharter,Kidney,0.052795385,0.169616626,0.238222398,0.534931635,0.212352637,0.141220056,0.169616626,337.676338,1773.16047
330,Slideseq,Human Normal,Puck_200104_20,DeepST,Kidney,0.071098672,0.190641278,0.286517368,0.536976962,0.213739951,0.172243641,0.190641278,31457.12337,2351.697656
331,Slideseq,Human Normal,Puck_200104_20,GraphST,Kidney,0.075925263,0.20142671,0.273210781,0.567522008,0.246105062,0.170477856,0.20142671,22560.44608,128.8018178
332,Slideseq,Human Normal,Puck_200104_20,PRECAST,Kidney,0.008339024,0.069092889,0.210000291,0.493964894,0.084619542,0.058380736,0.069092889,1886.6,395.5329641
333,Slideseq,Human Normal,Puck_200104_20,SEDR,Kidney,0.119524627,0.217217141,0.354160049,0.550095524,0.236856999,0.200612596,0.217217141,21530.45118,164.1613534
334,Slideseq,Human Normal,Puck_200104_20,STAGATE,Kidney,0.110626926,0.189682734,0.333333667,0.564630081,0.221141084,0.16608189,0.189682734,478.5973867,317.0245226
335,Slideseq,Human Normal,Puck_200104_20,SpaGCN,Kidney,-0.010030713,0.049266422,0.229246134,0.501404757,0.055039506,0.044589443,0.049266422,13936.43631,2183.067453
336,Slideseq,Human Normal,Puck_200104_20,SpaceFlow,Kidney,0.040244751,0.148668659,0.212051452,0.529192733,0.190847086,0.121771897,0.148668659,525.5090351,638.8507913
337,Slideseq,Human Normal,Puck_200104_20,SpatialMGCN,Kidney,0.03085847,0.114829487,0.213531843,0.508147593,0.144054817,0.095462411,0.114829487,6471.265905,319.9524904
338,Slideseq,Human Normal,Puck_200104_20,stLearn,Kidney,0.07861768,0.208351348,0.327871738,0.541277393,0.213140702,0.203895209,0.208351348,3976.724169,17.71321602
339,Slideseq,Human Normal,Puck_200104_21,BASS,Kidney,0.366715493,0.366435194,0.565901747,0.678476356,0.340525361,0.39661258,0.366435194,6162.74,2810.159443
340,Slideseq,Human Normal,Puck_200104_21,Banksy,Kidney,0.210932909,0.315223289,0.408640485,0.637220023,0.344068123,0.290840753,0.315223289,2541.658857,54.95376391
341,Slideseq,Human Normal,Puck_200104_21,CCST,Kidney,0.092364329,0.165435657,0.316002081,0.542355162,0.176064775,0.156100699,0.165435657,29193.77462,8603.844244
342,Slideseq,Human Normal,Puck_200104_21,CellCharter,Kidney,0.096507593,0.233552062,0.269125517,0.598054305,0.290316892,0.19535805,0.233552062,179.7132753,1781.288652
343,Slideseq,Human Normal,Puck_200104_21,DeepST,Kidney,0.138170512,0.243868084,0.362261061,0.59343691,0.248225727,0.245147622,0.243868084,22667.70563,1546.801859
344,Slideseq,Human Normal,Puck_200104_21,GraphST,Kidney,0.114005953,0.257931304,0.28977121,0.606795412,0.316423961,0.217690123,0.257931304,13612.65012,74.9788013
345,Slideseq,Human Normal,Puck_200104_21,PRECAST,Kidney,0.01843688,0.045447537,0.191083131,0.495384312,0.056294617,0.038105258,0.045447537,1489.52,306.0696969
346,Slideseq,Human Normal,Puck_200104_21,SEDR,Kidney,0.187894885,0.251310682,0.387785555,0.604094671,0.275020041,0.231364822,0.251310682,13654.82078,111.7204073
347,Slideseq,Human Normal,Puck_200104_21,STAGATE,Kidney,0.178196989,0.243168652,0.372449295,0.614268428,0.278966604,0.215571811,0.243168652,335.5421555,215.1867906
348,Slideseq,Human Normal,Puck_200104_21,SpaGCN,Kidney,0.016642391,0.029653213,0.268095347,0.493877353,0.030783346,0.028603122,0.029653213,8311.923261,1558.919802
349,Slideseq,Human Normal,Puck_200104_21,SpaceFlow,Kidney,0.077327907,0.199476122,0.255652184,0.56182179,0.242863759,0.16925764,0.199476122,420.9205519,277.6258602
350,Slideseq,Human Normal,Puck_200104_21,SpatialMGCN,Kidney,0.079067238,0.152547192,0.280952281,0.56705871,0.173999315,0.135804101,0.152547192,4024.152306,265.3867045
351,Slideseq,Human Normal,Puck_200104_21,stLearn,Kidney,0.174230707,0.242230955,0.412410683,0.590455447,0.222103276,0.268763396,0.242230955,2874.23139,11.2908165
352,Slideseq,Human Normal,Puck_200104_23,BASS,Kidney,0.098875834,0.23177793,0.43498351,0.708803919,0.235182001,0.228470995,0.23177793,4283.12,1607.071779
353,Slideseq,Human Normal,Puck_200104_23,Banksy,Kidney,0.080673036,0.185583499,0.364664875,0.657661949,0.211464376,0.165346887,0.185583499,1934.959007,39.13436298
354,Slideseq,Human Normal,Puck_200104_23,CCST,Kidney,-0.051214817,0.010116943,0.52664756,0.632603075,0.006974785,0.018713417,0.010116943,15090.40573,4497.785796
355,Slideseq,Human Normal,Puck_200104_23,CellCharter,Kidney,0.039184355,0.143463333,0.278128741,0.632603075,0.180423678,0.119080175,0.143463333,190.0429426,1159.631681
356,Slideseq,Human Normal,Puck_200104_23,DeepST,Kidney,0.039439724,0.15364164,0.336545556,0.634426453,0.165887399,0.143289965,0.15364164,15920.0036,968.932985
357,Slideseq,Human Normal,Puck_200104_23,GraphST,Kidney,0.051499855,0.182432364,0.302837927,0.661042319,0.225490501,0.153181805,0.182432364,7048.027752,59.76888409
358,Slideseq,Human Normal,Puck_200104_23,PRECAST,Kidney,-0.004611547,0.017413933,0.24852345,0.632289748,0.021687637,0.014547286,0.017413933,1107.74,168.3917939
359,Slideseq,Human Normal,Puck_200104_23,SEDR,Kidney,0.067605196,0.145728348,0.326662957,0.644972105,0.17272514,0.126091282,0.145728348,7800.992107,60.22639809
360,Slideseq,Human Normal,Puck_200104_23,STAGATE,Kidney,0.087387156,0.178433241,0.352119768,0.669859845,0.211959276,0.154104488,0.178433241,259.7971632,139.0729016
361,Slideseq,Human Normal,Puck_200104_23,SpaGCN,Kidney,0.057648193,0.096140483,0.333225309,0.651040958,0.11090938,0.084842676,0.096140483,5042.412019,699.0030459
362,Slideseq,Human Normal,Puck_200104_23,SpaceFlow,Kidney,0.037432616,0.133120342,0.265863196,0.632888828,0.170961392,0.108997647,0.133120342,377.4853071,141.9014984
363,Slideseq,Human Normal,Puck_200104_23,SpatialMGCN,Kidney,0.035794005,0.137311804,0.290231789,0.64464553,0.167361471,0.116410379,0.137311804,2244.278493,135.9202961
364,Slideseq,Human Normal,Puck_200104_23,stLearn,Kidney,0.100337815,0.156031903,0.413587647,0.638590284,0.151279246,0.162198885,0.156031903,2152.904723,8.7101758
365,Slideseq,Human Normal,Puck_200113_08,BASS,Kidney,0.069719307,0.163148637,0.55500898,0.783927455,0.172767644,0.154544237,0.163148637,6136,2017.486527
366,Slideseq,Human Normal,Puck_200113_08,Banksy,Kidney,0.128025019,0.151055731,0.65924493,0.780786416,0.151376159,0.150736656,0.151055731,2835.904155,85.15285845
367,Slideseq,Human Normal,Puck_200113_08,CCST,Kidney,0.019179247,0.065989867,0.369762481,0.775198785,0.098444504,0.049639977,0.065989867,34481.66428,10199.62282
368,Slideseq,Human Normal,Puck_200113_08,CellCharter,Kidney,0.012858591,0.090813948,0.264876023,0.774769946,0.160399725,0.063339607,0.090813948,184.7278196,1759.217627
369,Slideseq,Human Normal,Puck_200113_08,DeepST,Kidney,0.009892134,0.083678485,0.427091559,0.774769946,0.103486908,0.072978015,0.083678485,25059.31373,1848.544995
370,Slideseq,Human Normal,Puck_200113_08,GraphST,Kidney,0.018577059,0.117246558,0.300668409,0.778790315,0.198605062,0.083174251,0.117246558,15921.85054,128.7369856
371,Slideseq,Human Normal,Puck_200113_08,PRECAST,Kidney,-0.003869832,0.021008161,0.247981556,0.774390244,0.037021756,0.014664917,0.021008161,1621.5,326.6154119
372,Slideseq,Human Normal,Puck_200113_08,SEDR,Kidney,0.078598819,0.118585314,0.563698255,0.774769946,0.135577117,0.105387069,0.118585314,15719.42658,123.5886343
373,Slideseq,Human Normal,Puck_200113_08,STAGATE,Kidney,0.059404135,0.127938674,0.404689027,0.78170285,0.200944975,0.093877527,0.127938674,363.0409874,232.8223004
374,Slideseq,Human Normal,Puck_200113_08,SpaGCN,Kidney,0.002487439,0.03935609,0.291134286,0.774769946,0.064203642,0.028374739,0.03935609,9733.679938,1090.052442
375,Slideseq,Human Normal,Puck_200113_08,SpaceFlow,Kidney,0.008531075,0.086192341,0.266438757,0.774769946,0.14956848,0.060553088,0.086192341,452.1634066,421.2215887
376,Slideseq,Human Normal,Puck_200113_08,SpatialMGCN,Kidney,0.007416142,0.066148319,0.259145162,0.774769946,0.116858904,0.046130236,0.066148319,4647.535769,281.4276997
377,Slideseq,Human Normal,Puck_200113_08,stLearn,Kidney,0.014501344,0.047469775,0.506620029,0.774805682,0.052250151,0.043908932,0.047469775,3190.016065,12.19894385
378,Slideseq,Human Normal,Puck_200113_09,BASS,Kidney,0.274135583,0.253325102,0.621656749,0.74803028,0.241840321,0.26595507,0.253325102,4485.66,1265.547314
379,Slideseq,Human Normal,Puck_200113_09,Banksy,Kidney,0.15140654,0.231593624,0.495906926,0.747176234,0.250032734,0.215687373,0.231593624,1684.335168,55.63416905
380,Slideseq,Human Normal,Puck_200113_09,CCST,Kidney,-0.035424312,0.01179689,0.525411445,0.686003399,0.010066668,0.014319506,0.01179689,11709.11843,3516.037919
381,Slideseq,Human Normal,Puck_200113_09,CellCharter,Kidney,0.051380029,0.161947392,0.322176309,0.711231268,0.220826197,0.127884922,0.161947392,116.7639071,1147.148099
382,Slideseq,Human Normal,Puck_200113_09,DeepST,Kidney,0.084436489,0.186820115,0.381712289,0.720964004,0.231886508,0.156955128,0.186820115,12632.62335,822.4819315
383,Slideseq,Human Normal,Puck_200113_09,GraphST,Kidney,0.096456338,0.194073957,0.371850655,0.72547505,0.261852015,0.154168751,0.194073957,5487.685084,50.46053543
384,Slideseq,Human Normal,Puck_200113_09,PRECAST,Kidney,0.053479591,0.122037461,0.33166889,0.726620388,0.163710579,0.097275605,0.122037461,977.78,139.8419563
385,Slideseq,Human Normal,Puck_200113_09,SEDR,Kidney,0.15556263,0.20143542,0.483530296,0.724239147,0.227493314,0.180733555,0.20143542,6103.173972,55.97045579
386,Slideseq,Human Normal,Puck_200113_09,STAGATE,Kidney,0.115435698,0.193369573,0.42242074,0.739440754,0.244993365,0.15985567,0.193369573,210.0995211,131.1722486
387,Slideseq,Human Normal,Puck_200113_09,SpaGCN,Kidney,0.05526126,0.131276778,0.356265944,0.726788197,0.167225359,0.108049321,0.131276778,3902.481424,517.1894499
388,Slideseq,Human Normal,Puck_200113_09,SpaceFlow,Kidney,0.022985603,0.133044879,0.304646888,0.688444307,0.178427395,0.10610692,0.133044879,279.7510038,116.998951
389,Slideseq,Human Normal,Puck_200113_09,SpatialMGCN,Kidney,-0.006862491,0.112953432,0.318511827,0.687625521,0.144502546,0.092711755,0.112953432,1783.076604,118.7652153
390,Slideseq,Human Normal,Puck_200113_09,stLearn,Kidney,0.107549279,0.181466311,0.458752605,0.695319017,0.189058458,0.175005501,0.181466311,1662.644192,7.291339159
391,Slideseq,Human Normal,Puck_200113_10,BASS,Kidney,0.204719249,0.289214651,0.549802419,0.801273148,0.343282487,0.249860939,0.289214651,5120.84,2731.542984
392,Slideseq,Human Normal,Puck_200113_10,Banksy,Kidney,0.107278468,0.233228364,0.432506493,0.775115741,0.308862438,0.187350156,0.233228364,2297.009128,40.57860107
393,Slideseq,Human Normal,Puck_200113_10,CCST,Kidney,-0.03999425,0.004320054,0.605659165,0.748263889,0.003484458,0.005726416,0.004320054,20792.05826,6158.724308
394,Slideseq,Human Normal,Puck_200113_10,CellCharter,Kidney,0.041389946,0.16801843,0.328640154,0.762083333,0.249514356,0.126653031,0.16801843,303.9935686,1410.18454
395,Slideseq,Human Normal,Puck_200113_10,DeepST,Kidney,0.047233592,0.179672169,0.419786333,0.749328704,0.218238891,0.153357188,0.179672169,19232.90862,1226.241844
396,Slideseq,Human Normal,Puck_200113_10,GraphST,Kidney,0.073968691,0.20488206,0.386001153,0.756828704,0.291183076,0.158041597,0.20488206,9697.809429,60.27704062
397,Slideseq,Human Normal,Puck_200113_10,PRECAST,Kidney,0.06111382,0.214917913,0.33761166,0.789988426,0.324958799,0.160550614,0.214917913,1267.28,178.8224026
398,Slideseq,Human Normal,Puck_200113_10,SEDR,Kidney,0.153935283,0.218615351,0.508620205,0.776238426,0.274744974,0.181529494,0.218615351,10238.0564,73.06080542
399,Slideseq,Human Normal,Puck_200113_10,STAGATE,Kidney,0.092278901,0.184968668,0.419713611,0.762534722,0.256929913,0.144572831,0.184968668,336.9305233,171.6212636
400,Slideseq,Human Normal,Puck_200113_10,SpaGCN,Kidney,0.077261617,0.221917736,0.374487374,0.80462963,0.319672631,0.169948127,0.221917736,6400.606074,845.1440013
401,Slideseq,Human Normal,Puck_200113_10,SpaceFlow,Kidney,0.011303722,0.128746669,0.325696817,0.748263889,0.181261024,0.099848923,0.128746669,363.5710094,137.2449846
402,Slideseq,Human Normal,Puck_200113_10,SpatialMGCN,Kidney,0.058377906,0.175589382,0.362614376,0.7625,0.252916914,0.134474706,0.175589382,3026.414446,156.082245
403,Slideseq,Human Normal,Puck_200113_10,stLearn,Kidney,0.09700148,0.227559009,0.459382389,0.771342593,0.27593483,0.194339741,0.227559009,2634.222547,10.03885098
404,Slideseq,Human Tonsil,Puck_210119_221,BASS,Tonsil,0.003791301,0.188040634,0.383229131,0.673440577,0.20151177,0.176257738,0.188040634,11052.1,2693.32099
405,Slideseq,Human Tonsil,Puck_210119_221,Banksy,Tonsil,0.12543003,0.161634606,0.434881337,0.660920608,0.179008124,0.147335094,0.161634606,3448.552392,77.86986113
406,Slideseq,Human Tonsil,Puck_210119_221,CCST,Tonsil,-0.00826171,0.157499448,0.355261311,0.661775086,0.176596043,0.142129922,0.157499448,49344.37843,10417.33138
407,Slideseq,Human Tonsil,Puck_210119_221,CellCharter,Tonsil,0.032636102,0.153627953,0.330835685,0.659991827,0.184792475,0.131458068,0.153627953,174.7294464,1286.200087
408,Slideseq,Human Tonsil,Puck_210119_221,DeepST,Tonsil,0.049618254,0.176553162,0.331696725,0.672177434,0.2156441,0.149459799,0.176553162,29690.74658,2210.493493
409,Slideseq,Human Tonsil,Puck_210119_221,GraphST,Tonsil,0.004503235,0.163054915,0.345017609,0.654196233,0.187978086,0.143966978,0.163054915,22825.39457,101.3485658
410,Slideseq,Human Tonsil,Puck_210119_221,PRECAST,Tonsil,0.074243402,0.131644057,0.359381119,0.663186834,0.158080464,0.112782932,0.131644057,3169.6,194.7005715
411,Slideseq,Human Tonsil,Puck_210119_221,SEDR,Tonsil,0.076801675,0.178810345,0.365787003,0.666604748,0.213252832,0.15394644,0.178810345,21391.22288,107.5239639
412,Slideseq,Human Tonsil,Puck_210119_221,STAGATE,Tonsil,0.071433723,0.157981071,0.35509217,0.654976409,0.189943994,0.135225868,0.157981071,419.9746666,290.4646184
413,Slideseq,Human Tonsil,Puck_210119_221,SpaGCN,Tonsil,0.090139939,0.188712635,0.356430847,0.665415908,0.233008538,0.158568161,0.188712635,13902.58996,2031.825005
414,Slideseq,Human Tonsil,Puck_210119_221,SpaceFlow,Tonsil,0.071949555,0.181160097,0.341262497,0.64843779,0.224131651,0.152015067,0.181160097,461.8728266,305.3480647
415,Slideseq,Human Tonsil,Puck_210119_221,SpatialMGCN,Tonsil,0.109353783,0.177035467,0.395605656,0.671285805,0.208871899,0.153620501,0.177035467,6396.498363,290.3737497
416,Slideseq,Human Tonsil,Puck_210119_221,stLearn,Tonsil,0.069972543,0.175109385,0.362071652,0.65768845,0.207268155,0.151589464,0.175109385,3900.571906,16.8942647
417,Slideseq,Human Tonsil,Puck_210119_222,BASS,Tonsil,0.003791301,0.188040634,0.383229131,0.673440577,0.20151177,0.176257738,0.188040634,7560.8,2625.118458
418,Slideseq,Human Tonsil,Puck_210119_222,Banksy,Tonsil,0.06310382,0.165630494,0.365490602,0.659323104,0.194483951,0.144232321,0.165630494,3448.549299,48.48278737
419,Slideseq,Human Tonsil,Puck_210119_222,CCST,Tonsil,-0.000572869,0.162733646,0.334292026,0.666901958,0.189035344,0.142857031,0.162733646,26689.64513,2431.67417
420,Slideseq,Human Tonsil,Puck_210119_222,CellCharter,Tonsil,0.067521306,0.177430915,0.334858002,0.648029127,0.220449501,0.148460321,0.177430915,174.7272282,1122.386444
421,Slideseq,Human Tonsil,Puck_210119_222,DeepST,Tonsil,0.031626297,0.167918423,0.308345408,0.652524427,0.20772969,0.140912608,0.167918423,29690.74396,2221.507529
422,Slideseq,Human Tonsil,Puck_210119_222,GraphST,Tonsil,0.004503235,0.163054915,0.345017609,0.654196233,0.187978086,0.143966978,0.163054915,22825.39791,98.5959928
423,Slideseq,Human Tonsil,Puck_210119_222,PRECAST,Tonsil,0.074243402,0.131644057,0.359381119,0.663186834,0.158080464,0.112782932,0.131644057,3228.7,193.6255951
424,Slideseq,Human Tonsil,Puck_210119_222,SEDR,Tonsil,-0.031116477,0.161380356,0.342783351,0.662258053,0.180709577,0.145786599,0.161380356,21391.22671,112.3521001
425,Slideseq,Human Tonsil,Puck_210119_222,STAGATE,Tonsil,0.071516423,0.157888097,0.355168636,0.65501356,0.189830546,0.135147129,0.157888097,419.9790516,266.9172859
426,Slideseq,Human Tonsil,Puck_210119_222,SpaGCN,Tonsil,0.090139939,0.188712635,0.356430847,0.665415908,0.233008538,0.158568161,0.188712635,13965.71883,2016.695434
427,Slideseq,Human Tonsil,Puck_210119_222,SpaceFlow,Tonsil,0.080583281,0.180998076,0.348804547,0.654753502,0.223742681,0.151965954,0.180998076,498.8625708,421.2389066
428,Slideseq,Human Tonsil,Puck_210119_222,SpatialMGCN,Tonsil,0.109353783,0.177035467,0.395605656,0.671285805,0.208871899,0.153620501,0.177035467,6396.498569,291.3808494
429,Slideseq,Human Tonsil,Puck_210119_222,stLearn,Tonsil,0.069734031,0.175170853,0.361660987,0.657911357,0.207438482,0.151590528,0.175170853,3900.568769,16.82681537
430,Slideseq,Human Tonsil,Puck_210119_223,BASS,Tonsil,0.003791301,0.188040634,0.383229131,0.673440577,0.20151177,0.176257738,0.188040634,8601.5,2643.741901
431,Slideseq,Human Tonsil,Puck_210119_223,Banksy,Tonsil,0.129288105,0.17466122,0.42882942,0.664227068,0.198948903,0.155658437,0.17466122,3448.551147,75.44601917
432,Slideseq,Human Tonsil,Puck_210119_223,CCST,Tonsil,-0.003959883,0.161817087,0.329385535,0.665527362,0.188472453,0.141767176,0.161817087,26689.27504,2452.908587
433,Slideseq,Human Tonsil,Puck_210119_223,CellCharter,Tonsil,0.080331879,0.174528014,0.347486583,0.662518111,0.216159853,0.146342768,0.174528014,174.7297583,1155.325494
434,Slideseq,Human Tonsil,Puck_210119_223,DeepST,Tonsil,0.006638993,0.172819471,0.392167123,0.642642196,0.175505014,0.170214876,0.172819471,29690.74414,2167.229269
435,Slideseq,Human Tonsil,Puck_210119_223,GraphST,Tonsil,0.004503235,0.163054915,0.345017609,0.654196233,0.187978086,0.143966978,0.163054915,22825.38934,98.5749712
436,Slideseq,Human Tonsil,Puck_210119_223,PRECAST,Tonsil,0.074243402,0.131644057,0.359381119,0.663186834,0.158080464,0.112782932,0.131644057,3228.8,194.8894598
437,Slideseq,Human Tonsil,Puck_210119_223,SEDR,Tonsil,-0.033617283,0.155478318,0.339325506,0.659025894,0.174536572,0.140172407,0.155478318,21391.22352,115.0406356
438,Slideseq,Human Tonsil,Puck_210119_223,STAGATE,Tonsil,0.071230266,0.15805083,0.354950967,0.654864955,0.190016928,0.135291124,0.15805083,419.9753771,282.4469759
439,Slideseq,Human Tonsil,Puck_210119_223,SpaGCN,Tonsil,0.090139939,0.188712635,0.356430847,0.665415908,0.233008538,0.158568161,0.188712635,13902.58991,2010.8075
440,Slideseq,Human Tonsil,Puck_210119_223,SpaceFlow,Tonsil,0.072071691,0.179949418,0.34298847,0.655273619,0.222063447,0.151262661,0.179949418,500.4148264,369.8970497
441,Slideseq,Human Tonsil,Puck_210119_223,SpatialMGCN,Tonsil,0.109353783,0.177035467,0.395605656,0.671285805,0.208871899,0.153620501,0.177035467,6397.481359,295.7111025
442,Slideseq,Human Tonsil,Puck_210119_223,stLearn,Tonsil,0.070250306,0.17533849,0.362339284,0.65768845,0.207522822,0.151796631,0.17533849,3900.570053,18.91828251
443,Slideseq,Human Tonsil,Puck_210119_224,BASS,Tonsil,0.003791301,0.188040634,0.383229131,0.673440577,0.20151177,0.176257738,0.188040634,7353.8,2580.382257
444,Slideseq,Human Tonsil,Puck_210119_224,Banksy,Tonsil,-0.025644703,0.147868087,0.387834167,0.661960843,0.153728633,0.142437972,0.147868087,3448.550668,66.94321656
445,Slideseq,Human Tonsil,Puck_210119_224,CCST,Tonsil,0.006003566,0.15683589,0.345875438,0.659360256,0.179388461,0.139320616,0.15683589,26689.2666,2429.379867
446,Slideseq,Human Tonsil,Puck_210119_224,CellCharter,Tonsil,0.085483322,0.175105596,0.352371913,0.664338522,0.216640015,0.146935071,0.175105596,174.7212696,1228.261139
