,Tech,Dataset,Sample,Method,Tissue,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Memory,Time
605,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,PRECAST,Kidney,-0.00122058,0.018270686,0.19749179,0.568793236,0.02442983,0.01459185,0.018270686,834,161.288727
606,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,SEDR,Kidney,0.096375255,0.099167761,0.441971173,0.586660567,0.099788154,0.099374183,0.099167761,4329.935496,60.09180579
607,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,STAGATE,Kidney,0.07898476,0.138180917,0.332759455,0.615590119,0.172157999,0.115418115,0.138180917,150.7296755,110.0494117
608,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,SpaGCN,Kidney,0.030611452,0.099285271,0.2496377,0.597529735,0.129710952,0.080421242,0.099285271,2822.214798,362.8461037
609,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,SpaceFlow,Kidney,0.022990474,0.096894027,0.22812951,0.591930467,0.130437624,0.077083183,0.096894027,279.7471912,130.0722522
610,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,SpatialMGCN,Kidney,0.015308936,0.07257934,0.228640565,0.586550778,0.096462941,0.05817547,0.07257934,1515.160449,121.64664
611,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_14,stLearn,Kidney,0.118569263,0.15898724,0.396586084,0.608801464,0.166747973,0.152081554,0.15898724,1222.389735,6.260214043
612,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,BASS,Kidney,0.161564652,0.227634706,0.424258054,0.660233989,0.243385146,0.213798911,0.227634706,5016.92,2304.328575
613,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,Banksy,Kidney,0.074706838,0.180733689,0.395783509,0.565023517,0.184493092,0.177124436,0.180733689,2036.054746,73.34169254
614,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,CCST,Kidney,0.039549616,0.094722792,0.304303984,0.568857798,0.107030846,0.084982754,0.094722792,18648.0428,5710.42785
615,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,CellCharter,Kidney,0.036873796,0.127664472,0.237217243,0.575370884,0.171058362,0.101854055,0.127664472,50.60972176,479.2078904
616,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,DeepST,Kidney,0.035202081,0.118830339,0.255608125,0.562670365,0.148714299,0.099037938,0.118830339,13694.62464,962.3761803
617,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,GraphST,Kidney,0.064587117,0.167763583,0.285911534,0.585333494,0.219795915,0.135650914,0.167763583,8795.513282,61.51229005
618,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,PRECAST,Kidney,0.027261075,0.072982168,0.230800748,0.573196887,0.098621357,0.057923457,0.072982168,1226.74,255.1470817
619,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,SEDR,Kidney,0.034667846,0.130746928,0.311733854,0.560656133,0.152621814,0.114356665,0.130746928,8598.828968,108.1314091
620,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,STAGATE,Kidney,0.058183297,0.13844508,0.280064936,0.591786274,0.180209426,0.112399791,0.13844508,222.3973572,163.6583278
621,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,SpaGCN,Kidney,0.037801642,0.099548024,0.262456694,0.57514172,0.125054675,0.082683556,0.099548024,5266.903395,1084.786217
622,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,SpaceFlow,Kidney,0.025502765,0.119854068,0.209728791,0.563574961,0.167618346,0.093278117,0.119854068,517.4930826,423.9262852
623,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,SpatialMGCN,Kidney,0.013969681,0.09028828,0.203743471,0.55379327,0.125097542,0.070633904,0.09028828,2613.877312,163.520995
624,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_18,stLearn,Kidney,0.079009631,0.156133625,0.338548188,0.580870824,0.17603178,0.140588287,0.156133625,1762.610082,8.97174077
625,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,BASS,Kidney,0.068971977,0.148956067,0.28103833,0.461797355,0.147388655,0.150557175,0.148956067,4651.14,2193.318279
626,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,Banksy,Kidney,0.070755753,0.147510633,0.315641869,0.445051317,0.13667271,0.160215458,0.147510633,2066.494295,80.84228935
627,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,CCST,Kidney,0.017954048,0.058720684,0.218779756,0.416001417,0.06093199,0.056666887,0.058720684,19614.14614,5836.495288
628,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,CellCharter,Kidney,0.027906832,0.092575676,0.187935512,0.425,0.107054483,0.0815531,0.092575676,51.60759144,356.1155087
629,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,DeepST,Kidney,0.024965979,0.082472525,0.212565443,0.415977799,0.086359083,0.079034176,0.082472525,14279.952,1066.263509
630,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,GraphST,Kidney,0.046583079,0.122805067,0.23221407,0.43516769,0.13725869,0.111105435,0.122805067,9166.286012,91.45876346
631,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,PRECAST,Kidney,0.011363883,0.041693814,0.161867723,0.421957991,0.049526846,0.036000131,0.041693814,1247,265.4348588
632,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,SEDR,Kidney,0.018772247,0.060089122,0.24119201,0.415918753,0.059343921,0.062808534,0.060089122,8969.020749,84.57247133
633,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,STAGATE,Kidney,0.020324379,0.082266058,0.205501724,0.429038734,0.092679174,0.074085916,0.082266058,226.9502272,147.2147638
634,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,SpaGCN,Kidney,0.007141083,0.023541854,0.219717909,0.422531885,0.023792081,0.023296836,0.023541854,5499.49896,1052.625894
635,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,SpaceFlow,Kidney,0.021651923,0.087533572,0.169057941,0.422484648,0.104528219,0.075308906,0.087533572,431.6629293,339.0523557
636,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,SpatialMGCN,Kidney,0.007163223,0.024897701,0.160358824,0.416863486,0.029123449,0.02174286,0.024897701,2715.088543,165.8298897
637,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_19,stLearn,Kidney,0.037080745,0.089919056,0.257556487,0.416131318,0.086049003,0.094270845,0.089919056,1821.642847,9.600276184
638,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,BASS,Kidney,0.05313374,0.131849958,0.275802204,0.394833029,0.125111888,0.139355116,0.131849958,3458.66,1654.315715
639,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,Banksy,Kidney,0.068745699,0.140184737,0.288728758,0.397670266,0.133421966,0.147669683,0.140184737,1479.39001,59.93253369
640,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,CCST,Kidney,0.003956145,0.034474663,0.294436625,0.368416681,0.028750498,0.043166738,0.034474663,10021.33372,3022.347144
641,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,CellCharter,Kidney,0.029317944,0.091125987,0.184265243,0.370310683,0.102482541,0.082047655,0.091125987,40.82183437,334.5137907
642,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,DeepST,Kidney,0.028665677,0.090061468,0.188161414,0.370210999,0.098213905,0.083216032,0.090061468,9431.678478,642.4203807
643,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,GraphST,Kidney,0.04921532,0.136865441,0.201759916,0.398488121,0.155194334,0.122408632,0.136865441,4716.464024,49.25755477
644,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,PRECAST,Kidney,0.009768447,0.023403414,0.152183655,0.364220262,0.027217365,0.020526982,0.023403414,906.1,189.0527503
645,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,SEDR,Kidney,0.035999685,0.0876462,0.305675029,0.36956305,0.075982806,0.104095442,0.0876462,4968.119265,78.42619658
646,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,STAGATE,Kidney,0.041088195,0.100723697,0.239887461,0.391958797,0.105721195,0.096599855,0.100723697,158.3487131,110.2706132
647,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,SpaGCN,Kidney,0.030256128,0.066852822,0.190025058,0.376059146,0.073241611,0.061489186,0.066852822,2956.235707,559.8374752
648,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,SpaceFlow,Kidney,0.022406832,0.089826318,0.159722767,0.36878219,0.105900075,0.077993133,0.089826318,361.8944271,247.5169209
649,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,SpatialMGCN,Kidney,0.018057108,0.064212966,0.180263352,0.374979232,0.071419799,0.058327275,0.064212966,1690.6819,125.113273
650,Slideseq,Mouse Diabetic Kidney Disease,Puck_191109_20,stLearn,Kidney,0.060606485,0.121575095,0.263101382,0.393437448,0.118140414,0.125452499,0.121575095,1233.386418,6.904492569
651,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,BASS,Kidney,0.051855289,0.110933423,0.363805964,0.484931114,0.095197433,0.132901905,0.110933423,2471.46,1019.374334
652,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,Banksy,Kidney,0.038037097,0.099245418,0.411936179,0.474504464,0.083368735,0.122591693,0.099245418,863.6421774,33.40903506
653,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,CCST,Kidney,-0.016490385,0.007709791,0.392021592,0.445694604,0.005819378,0.011459511,0.007709791,3508.87906,1074.106977
654,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,CellCharter,Kidney,0.0353549,0.076120658,0.225460107,0.46380597,0.088834997,0.066595701,0.076120658,36.25840912,115.7962263
655,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,DeepST,Kidney,0.036383876,0.07827523,0.280938975,0.463547646,0.078328985,0.078368231,0.07827523,5458.916684,399.083205
656,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,GraphST,Kidney,0.033463141,0.103344901,0.199582246,0.484931114,0.126285211,0.087457778,0.103344901,1656.508798,44.73363523
657,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,PRECAST,Kidney,0.027696142,0.067099985,0.232569564,0.482938459,0.077676472,0.059058531,0.067099985,528.7,90.80788646
658,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,SEDR,Kidney,0.026160676,0.083000337,0.241321385,0.476061998,0.090494485,0.076680671,0.083000337,2114.23319,43.36688447
659,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,STAGATE,Kidney,0.030813879,0.082872722,0.244986276,0.488949483,0.093464723,0.074590229,0.082872722,565.4113516,70.79901762
660,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,SpaGCN,Kidney,0.020290614,0.053071265,0.197349539,0.460390356,0.062852405,0.045924464,0.053071265,1577.129145,208.605778
661,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,SpaceFlow,Kidney,0.018785721,0.066685845,0.181177932,0.458524684,0.082197488,0.056100894,0.066685845,602.8698593,69.81023278
662,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,SpatialMGCN,Kidney,0.019097324,0.051139811,0.307609859,0.472876005,0.047812719,0.05496457,0.051139811,648.8394766,88.21543951
663,Slideseq,Mouse Diabetic Kidney Disease,Puck_191112_08,stLearn,Kidney,0.060934722,0.104563392,0.322955806,0.477554535,0.098101811,0.112025299,0.104563392,727.9944227,4.194229078
664,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,BASS,Kidney,0.172536703,0.341028989,0.32142173,0.601176595,0.392549065,0.30146344,0.341028989,5424.78,2283.798515
665,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,Banksy,Kidney,0.165429893,0.291333495,0.319911348,0.56265971,0.325956726,0.263359376,0.291333495,2559.832075,55.29329615
666,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,CCST,Kidney,0.137644427,0.21642659,0.310124374,0.468200127,0.226913959,0.206980872,0.21642659,24569.80297,7215.105469
667,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,CellCharter,Kidney,0.131764328,0.255306052,0.269431427,0.549215603,0.314141747,0.215049116,0.255306052,209.6340479,723.5322666
668,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,DeepST,Kidney,0.130969817,0.23646941,0.282536855,0.506328175,0.270435908,0.210316168,0.23646941,18435.48441,1124.464942
669,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,GraphST,Kidney,0.150836616,0.26824296,0.2922788,0.566620734,0.321134381,0.230310414,0.26824296,11407.15486,67.2388948
670,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,PRECAST,Kidney,0.132675995,0.254548055,0.267355776,0.559506334,0.315932079,0.213136666,0.254548055,1379.06,309.2807433
671,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,SEDR,Kidney,0.125578063,0.221047416,0.280488124,0.471793513,0.251567662,0.197416704,0.221047416,11267.11166,118.5661263
672,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,STAGATE,Kidney,0.115022496,0.244832332,0.257215086,0.535552258,0.295561187,0.2089751,0.244832332,296.8455441,157.5772701
673,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,SpaGCN,Kidney,0.155871597,0.255160356,0.294015857,0.562327751,0.310916122,0.216360923,0.255160356,6924.365046,1497.336288
674,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,SpaceFlow,Kidney,0.076236022,0.19228478,0.210519232,0.495908416,0.240326497,0.160253166,0.19228478,572.5527164,398.6154522
675,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,SpatialMGCN,Kidney,0.116412785,0.231139977,0.255008272,0.525227899,0.284761186,0.194512761,0.231139977,3351.461364,195.8109043
676,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_03,stLearn,Kidney,0.196861014,0.317371665,0.349677003,0.560737757,0.342534779,0.295981959,0.317371665,2528.845843,10.95658932
677,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,BASS,Kidney,0.160816787,0.327616576,0.29920862,0.597600038,0.379059174,0.288468194,0.327616576,6009.04,2533.91588
678,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,Banksy,Kidney,0.171055096,0.29391884,0.315235487,0.560216444,0.328499936,0.265924991,0.29391884,2793.258839,61.45781922
679,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,CCST,Kidney,0.149569735,0.212690126,0.303323041,0.469206865,0.227152663,0.200007183,0.212690126,29740.87591,8864.354519
680,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,CellCharter,Kidney,0.132096406,0.245232794,0.261696099,0.496151456,0.299465288,0.207635518,0.245232794,213.456299,799.1651726
681,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,DeepST,Kidney,0.161582249,0.239656357,0.309422665,0.497929913,0.258294978,0.223753992,0.239656357,21027.54998,1371.218157
682,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,GraphST,Kidney,0.160574779,0.277538405,0.297376682,0.561361572,0.324164066,0.242638808,0.277538405,13946.03659,81.23998489
683,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,PRECAST,Kidney,0.1126638,0.22752231,0.243975999,0.514452856,0.273367798,0.194845501,0.22752231,1512.3,358.1435789
684,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,SEDR,Kidney,0.098132046,0.153857218,0.266950771,0.420088923,0.16841489,0.14198057,0.153857218,13526.53655,138.7082937
685,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,STAGATE,Kidney,0.11997046,0.235822584,0.254774255,0.518487355,0.281684416,0.202819769,0.235822584,328.6715666,176.640674
686,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,SpaGCN,Kidney,0.15180226,0.254412921,0.28264096,0.571210021,0.303700279,0.218889465,0.254412921,8435.33458,1884.051449
687,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,SpaceFlow,Kidney,0.101477453,0.208187906,0.231061383,0.485805804,0.254833716,0.175980295,0.208187906,480.468955,284.3174912
688,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,SpatialMGCN,Kidney,0.122772333,0.206932525,0.258153092,0.510685089,0.246694877,0.178208782,0.206932525,4037.470872,225.787301
689,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_04,stLearn,Kidney,0.177718605,0.293873359,0.325741074,0.529770044,0.315370681,0.2751773,0.293873359,2808.708777,11.56843314
690,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,BASS,Kidney,0.178495573,0.336739343,0.336536282,0.689934819,0.419500545,0.281252432,0.336739343,7490,2525.486373
691,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,Banksy,Kidney,0.172024501,0.282241401,0.355382105,0.557526494,0.321057757,0.251798581,0.282241401,3521.771142,84.45678973
692,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,CCST,Kidney,0.096487841,0.191938476,0.281814826,0.499325451,0.225519114,0.167151541,0.191938476,46946.49533,13975.60192
693,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,CellCharter,Kidney,0.098248092,0.227572467,0.252038565,0.553183265,0.296211606,0.184784831,0.227572467,247.7770893,1184.57003
694,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,DeepST,Kidney,0.12273605,0.226417406,0.299508619,0.551114143,0.2602973,0.20075299,0.226417406,27315.7919,1906.366939
695,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,GraphST,Kidney,0.125507769,0.240769047,0.291113191,0.554873427,0.300958287,0.200642215,0.240769047,21985.01228,108.9025396
696,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,PRECAST,Kidney,0.107573863,0.21560794,0.261450574,0.605036246,0.280655777,0.175038997,0.21560794,1907.96,494.4819046
697,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,SEDR,Kidney,0.102053485,0.2099639,0.263043618,0.543527361,0.264974063,0.173868049,0.2099639,20309.40943,160.8858891
698,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,STAGATE,Kidney,0.093775554,0.219902089,0.249692169,0.544376232,0.283407896,0.179652816,0.219902089,413.319422,265.3332389
699,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,SpaGCN,Kidney,0.141284478,0.257466972,0.295972691,0.654388358,0.332126228,0.210212845,0.257466972,13384.86787,3038.260024
700,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,SpaceFlow,Kidney,0.072589373,0.184252636,0.223951334,0.524056389,0.241380913,0.148991902,0.184252636,539.7389282,401.1374698
701,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,SpatialMGCN,Kidney,0.092395061,0.212882038,0.244867127,0.565597999,0.277602803,0.172633893,0.212882038,6189.338148,337.3428294
702,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_05,stLearn,Kidney,0.224004906,0.329203887,0.385702075,0.673336365,0.376382004,0.292552005,0.329203887,3561.096077,17.05184717
703,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,BASS,Kidney,0.225357385,0.397079017,0.354300896,0.670786131,0.475735355,0.340741987,0.397079017,8317.52,2703.433879
704,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,Banksy,Kidney,0.328980886,0.394310333,0.461886906,0.637715072,0.420468892,0.371215939,0.394310333,3819.148975,110.9875474
705,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,CCST,Kidney,0.166952317,0.265022341,0.309297124,0.548479231,0.300264569,0.237234797,0.265022341,57280.15787,17077.0275
706,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,CellCharter,Kidney,0.155759928,0.300255967,0.286340317,0.571143151,0.366737423,0.254185417,0.300255967,223.1088303,1225.967095
707,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,DeepST,Kidney,0.237192152,0.320358325,0.372265802,0.592667353,0.351798322,0.294556461,0.320358325,31365.57581,2248.824463
708,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,GraphST,Kidney,0.229912642,0.331880284,0.360950856,0.595846207,0.390284254,0.288680742,0.331880284,26680.40977,159.6463773
709,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,PRECAST,Kidney,0.119149885,0.236658598,0.253866964,0.551172893,0.285509361,0.202082246,0.236658598,2078.6,531.5559711
710,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,SEDR,Kidney,0.214658089,0.304760636,0.350220826,0.58279437,0.352705229,0.268344316,0.304760636,24371.26719,175.3670193
711,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,STAGATE,Kidney,0.156630308,0.293725227,0.290112272,0.58164092,0.352225613,0.251922798,0.293725227,450.34245,274.3611737
712,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,SpaGCN,Kidney,0.263149754,0.326518924,0.39279192,0.618709234,0.366735261,0.294251217,0.326518924,16279.8958,3289.540597
713,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,SpaceFlow,Kidney,0.127990855,0.260265685,0.258044709,0.56643323,0.320135101,0.219270224,0.260265685,529.2698269,449.4064351
714,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,SpatialMGCN,Kidney,0.164558278,0.296475975,0.300147263,0.597665637,0.351017949,0.256604223,0.296475975,7427.310587,398.4395516
715,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_07,stLearn,Kidney,0.289982035,0.406216087,0.41682331,0.673299004,0.452134686,0.36903375,0.406216087,3981.037218,17.86819172
716,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,BASS,Kidney,0.14759611,0.280740936,0.34396333,0.714750441,0.368003946,0.226930093,0.280740936,5789.12,2445.051763
717,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,Banksy,Kidney,0.06245389,0.213767328,0.32442981,0.601551184,0.238715759,0.193540237,0.213767328,2772.888447,86.05969076
718,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,CCST,Kidney,0.056392943,0.155425991,0.3299402,0.566957896,0.168993717,0.143946413,0.155425991,31580.46432,9334.397657
719,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,CellCharter,Kidney,0.040786906,0.180978144,0.222607333,0.595185426,0.24616878,0.143087395,0.180978144,138.6460756,756.2310521
720,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,DeepST,Kidney,0.05277365,0.157874809,0.288946649,0.588363231,0.180623128,0.140587797,0.157874809,21218.88125,1496.587498
721,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,GraphST,Kidney,0.043164288,0.189486867,0.236927452,0.598754531,0.252351503,0.151696851,0.189486867,14697.28282,85.22263355
722,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,PRECAST,Kidney,0.067652426,0.17104681,0.244873784,0.661654492,0.233324367,0.135010585,0.17104681,1561.28,365.2345266
723,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,SEDR,Kidney,0.027304452,0.144316877,0.237064668,0.569142114,0.183004329,0.119137443,0.144316877,14114.09251,121.4491917
724,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,STAGATE,Kidney,0.05666163,0.174995841,0.243546324,0.617975648,0.235621234,0.139185213,0.174995841,316.2767431,190.9493781
725,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,SpaGCN,Kidney,0.080038395,0.20563552,0.276156614,0.646017288,0.263019981,0.168806183,0.20563552,8910.529318,1856.070329
726,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,SpaceFlow,Kidney,0.036991753,0.153004355,0.212782495,0.606264523,0.210266143,0.120256188,0.153004355,489.7147066,315.6286209
727,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,SpatialMGCN,Kidney,0.04855989,0.181829987,0.244126581,0.601821731,0.237474094,0.147312283,0.181829987,4227.225517,296.0215613
728,Slideseq,Mouse Diabetic Kidney Disease,Puck_191204_08,stLearn,Kidney,0.155785114,0.259168357,0.367667566,0.688669951,0.303350086,0.226580974,0.259168357,2747.861256,12.02305284
729,Slideseq,Mouse Normal,Puck_191109_07,BASS,Kidney,0.232398841,0.318355151,0.442305127,0.665429553,0.340842963,0.298651037,0.318355151,7485.46,2381.189766
730,Slideseq,Mouse Normal,Puck_191109_07,Banksy,Kidney,0.26007431,0.294373173,0.491058505,0.637159122,0.304115354,0.286611869,0.294373173,2814.907997,90.82369475
731,Slideseq,Mouse Normal,Puck_191109_07,CCST,Kidney,0.143983262,0.119393559,0.41011383,0.527129439,0.1144231,0.124886852,0.119393559,32330.77331,9659.65195
732,Slideseq,Mouse Normal,Puck_191109_07,CellCharter,Kidney,0.083776782,0.206858006,0.251534246,0.590817869,0.28090866,0.163705093,0.206858006,136.4499659,737.5833379
733,Slideseq,Mouse Normal,Puck_191109_07,DeepST,Kidney,0.092560136,0.19935506,0.27290936,0.589507446,0.253464478,0.164358849,0.19935506,20975.47221,1345.52486
734,Slideseq,Mouse Normal,Puck_191109_07,GraphST,Kidney,0.132939871,0.232231344,0.31704964,0.622680412,0.297007304,0.190651177,0.232231344,15110.60666,103.201765
735,Slideseq,Mouse Normal,Puck_191109_07,PRECAST,Kidney,0.05036865,0.134049046,0.216547494,0.581121625,0.181250197,0.106352693,0.134049046,1597.2,379.0789438
736,Slideseq,Mouse Normal,Puck_191109_07,SEDR,Kidney,0.10874938,0.188433101,0.295289942,0.590552119,0.239670921,0.155340904,0.188433101,14349.58559,128.967588
737,Slideseq,Mouse Normal,Puck_191109_07,STAGATE,Kidney,0.0974406,0.192778291,0.279467126,0.599331042,0.250143008,0.156816798,0.192778291,321.6196955,227.4152291
738,Slideseq,Mouse Normal,Puck_191109_07,SpaGCN,Kidney,0.133472628,0.214429779,0.326499096,0.634226804,0.258203624,0.183346612,0.214429779,9156.855308,1843.71748
739,Slideseq,Mouse Normal,Puck_191109_07,SpaceFlow,Kidney,0.063064872,0.168337277,0.229365945,0.573534937,0.22814219,0.133378005,0.168337277,417.4240318,258.0241212
740,Slideseq,Mouse Normal,Puck_191109_07,SpatialMGCN,Kidney,0.070286099,0.167213138,0.243549385,0.585246277,0.22252135,0.133925608,0.167213138,4337.99135,284.004732
741,Slideseq,Mouse Normal,Puck_191109_07,stLearn,Kidney,0.194776995,0.28824148,0.390741224,0.65561512,0.330923021,0.255409676,0.28824148,2728.028294,11.73864594
742,Slideseq,Mouse Normal,Puck_191109_08,BASS,Kidney,0.10886083,0.187406923,0.386131929,0.583968889,0.214638386,0.166307291,0.187406923,7899.02,3038.301809
743,Slideseq,Mouse Normal,Puck_191109_08,Banksy,Kidney,0.118558202,0.181864895,0.445244837,0.54638472,0.19299821,0.171946,0.181864895,3248.61537,78.86894035
744,Slideseq,Mouse Normal,Puck_191109_08,CCST,Kidney,0.021408319,0.056758888,0.253076981,0.505308465,0.076760688,0.045034012,0.056758888,46943.85578,14286.25456
745,Slideseq,Mouse Normal,Puck_191109_08,CellCharter,Kidney,0.03517244,0.102481403,0.229662076,0.526564978,0.153386029,0.07695019,0.102481403,83.1353899,861.8951542
746,Slideseq,Mouse Normal,Puck_191109_08,DeepST,Kidney,0.030588628,0.090505591,0.246173745,0.522185305,0.124793,0.071021095,0.090505591,25250.89028,1914.021856
747,Slideseq,Mouse Normal,Puck_191109_08,GraphST,Kidney,0.060228516,0.13947916,0.275480251,0.550819301,0.199789614,0.107137563,0.13947916,22060.86218,151.0910138
