,Technology,Dataset,Sample,Method,delta,lamda,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure
28,scCube,sim1,15_0.6,BASS,15,0.6,0.4572837855066541,0.3591876780767077,0.6376766249729272,0.7531135531135531,0.3639144460008912,0.3545821246785464,0.3591876780767077
29,scCube,sim1,15_0.6,Banksy,15,0.6,0.2937424134917056,0.2634367330516522,0.5265898770636624,0.6602197802197802,0.2653283756873096,0.2616756652532531,0.2634367330516522
30,scCube,sim1,15_0.6,BayesSpace,15,0.6,0.1922805903373297,0.3295874831375511,0.4747806937441322,0.693040293040293,0.3256723977041323,0.3335978446897488,0.329587483137551
31,scCube,sim1,15_0.6,CCST,15,0.6,0.38534392868789,0.3039077734352872,0.5859761803951498,0.7066666666666667,0.3101686759955132,0.2979136712902863,0.3039077734352871
32,scCube,sim1,15_0.6,CellCharter,15,0.6,0.4420339635393221,0.3896196356158897,0.6244650420378018,0.7418315018315018,0.3963631090381733,0.3833242114531413,0.3896196356158897
33,scCube,sim1,15_0.6,DeepST,15,0.6,0.4168658595283531,0.3610636296840101,0.6042326121408059,0.721025641025641,0.3708291315999029,0.3518828217823677,0.3610636296840101
34,scCube,sim1,15_0.6,GraphST,15,0.6,0.1845045951059686,0.3123257979333501,0.4412431552660337,0.6490842490842491,0.3244368074236157,0.3010864420001828,0.3123257979333501
35,scCube,sim1,15_0.6,PRECAST,15,0.6,0.1967210989095337,0.3518261020628673,0.451656760701271,0.6483516483516484,0.3624839991038904,0.341777039197318,0.3518261020628673
36,scCube,sim1,15_0.6,SEDR,15,0.6,0.3122390696741582,0.3022047479570806,0.5381415356988415,0.663003663003663,0.3058683920169797,0.2986368793731785,0.3022047479570806
37,scCube,sim1,15_0.6,STAGATE,15,0.6,0.1723840209199873,0.1586677582409092,0.522063819638072,0.6096703296703296,0.140734903800409,0.1836351167223335,0.1586677582409092
38,scCube,sim1,15_0.6,SpaGCN,15,0.6,0.6288249857874753,0.5636306483570348,0.7475660129472194,0.8300366300366301,0.5859850845421456,0.542919113216909,0.5636306483570348
39,scCube,sim1,15_0.6,SpatialMGCN,15,0.6,0.4128823624874037,0.481051060458208,0.6247282324310364,0.6886446886446886,0.4569559320920108,0.5078286918645802,0.4810510604582081
40,scCube,sim1,15_0.6,SpaceFlow,15,0.6,0.3770165431119301,0.2989173311430135,0.5798445680561939,0.703003663003663,0.3054506049790019,0.292659113482215,0.2989173311430135
41,scCube,sim1,15_0.6,stLearn,15,0.6,0.6348348746551375,0.5636362633683081,0.752329953826614,0.8320879120879121,0.5839325162343239,0.5447114782878443,0.5636362633683081
42,scCube,sim1,15_0.8,BASS,15,0.8,0.6870100330405952,0.5739211083806682,0.7896589807417179,0.8622710622710624,0.5761786382240509,0.5716811999837826,0.5739211083806682
43,scCube,sim1,15_0.8,Banksy,15,0.8,0.4028450293199004,0.4139993666525635,0.5866811087953397,0.7295238095238095,0.4255511974235403,0.4030593732843873,0.4139993666525635
44,scCube,sim1,15_0.8,BayesSpace,15,0.8,0.2607430711874778,0.3968253692707375,0.5091844825739877,0.7216117216117216,0.3932713992932956,0.400444159046579,0.3968253692707374
45,scCube,sim1,15_0.8,CCST,15,0.8,0.6194138452448931,0.5202128212008191,0.7423211077924796,0.8310622710622709,0.5256405756682272,0.5148972906673845,0.520212821200819
46,scCube,sim1,15_0.8,CellCharter,15,0.8,0.4664940513125341,0.4703397607680754,0.6291326628065527,0.7594139194139193,0.4856948851186602,0.4561336853963089,0.4703397607680754
47,scCube,sim1,15_0.8,DeepST,15,0.8,0.3671349504637111,0.3749459413132189,0.6210168703940342,0.6832234432234432,0.3725848275037537,0.5788545318889374,0.3749459413132188
48,scCube,sim1,15_0.8,GraphST,15,0.8,0.3847985569635249,0.456162943814676,0.5670127142298453,0.7619047619047619,0.4801779667168565,0.4344356216019798,0.4561629438146762
49,scCube,sim1,15_0.8,PRECAST,15,0.8,0.2476675262165494,0.3939049235003982,0.4790989488664555,0.6791208791208792,0.4057048177397616,0.3827720277406452,0.3939049235003982
50,scCube,sim1,15_0.8,SEDR,15,0.8,0.6310849985125163,0.5307812208381996,0.7513368991515313,0.8405860805860806,0.5338568962474863,0.5277450403222022,0.5307812208381996
51,scCube,sim1,15_0.8,STAGATE,15,0.8,0.5397379412221619,0.4453679749459384,0.6955120164629727,0.786959706959707,0.4407303470497973,0.4501346195957161,0.4453679749459384
52,scCube,sim1,15_0.8,SpaGCN,15,0.8,0.7547173376407074,0.6901953091984586,0.8325745943981289,0.8915750915750916,0.7070976439973682,0.6740821703388346,0.6901953091984585
53,scCube,sim1,15_0.8,SpatialMGCN,15,0.8,0.3315959192391859,0.446800817680811,0.5717380153676905,0.6461538461538462,0.4185380540777546,0.4791570190493516,0.4468008176808108
54,scCube,sim1,15_0.8,SpaceFlow,15,0.8,0.5769465949905358,0.4787583823490122,0.7113362241814538,0.7898901098901099,0.4881488340525797,0.4697258754099094,0.4787583823490122
55,scCube,sim1,15_0.8,stLearn,15,0.8,0.6522040205996532,0.577014334120905,0.773423856435262,0.8322344322344323,0.5794077048164515,0.5779622160330466,0.577014334120905
56,scCube,sim1,15_1,BASS,15,1.0,0.9293665145709712,0.8690263313962783,0.9515521306600824,0.9663003663003664,0.8667520262097608,0.8713126032626898,0.8690263313962783
57,scCube,sim1,15_1,Banksy,15,1.0,0.6160730505955642,0.6315367305478163,0.7311494792282228,0.7951648351648352,0.6400957501863414,0.6234992082513022,0.6315367305478163
58,scCube,sim1,15_1,BayesSpace,15,1.0,0.2902926745336827,0.4826719321055428,0.5244738204660242,0.7223443223443223,0.4713173743752559,0.4945870828950289,0.4826719321055428
59,scCube,sim1,15_1,CCST,15,1.0,0.8523729344039601,0.7821969386114374,0.8990531726403693,0.9311355311355312,0.7780217182309512,0.7864212000289946,0.7821969386114374
60,scCube,sim1,15_1,CellCharter,15,1.0,0.8684690482750623,0.8653435495445955,0.9074397013264462,0.9365567765567766,0.8669293599465278,0.864045592125992,0.8653435495445955
61,scCube,sim1,15_1,DeepST,15,1.0,0.8802333599757688,0.8124128746906131,0.9179440346778952,0.9390476190476192,0.809526275323082,0.8153227130632932,0.8124128746906131
62,scCube,sim1,15_1,GraphST,15,1.0,0.561084236857351,0.679361195318091,0.6876761092904217,0.8256410256410256,0.7075260772595908,0.6533528182645676,0.6793611953180909
63,scCube,sim1,15_1,PRECAST,15,1.0,0.6312952601827779,0.6347671132591446,0.751412168989247,0.76996336996337,0.6162555863526283,0.6544252065697777,0.6347671132591446
64,scCube,sim1,15_1,SEDR,15,1.0,0.7832581037112938,0.8056845616936548,0.8471182268054145,0.9125274725274723,0.8152203092618212,0.7970854459789208,0.8056845616936548
65,scCube,sim1,15_1,STAGATE,15,1.0,0.8952733735233604,0.8251617477087319,0.9279895746223956,0.9516483516483516,0.8255342006746915,0.8247896306674466,0.8251617477087321
66,scCube,sim1,15_1,SpaGCN,15,1.0,0.8991410237430569,0.8525594856925766,0.9302300512608253,0.953846153846154,0.8596385800786408,0.845596031217416,0.8525594856925766
67,scCube,sim1,15_1,SpatialMGCN,15,1.0,0.569376509873024,0.5890352908091543,0.7200997524579076,0.7208791208791209,0.547941559235132,0.6367925402381132,0.5890352908091543
68,scCube,sim1,15_1,SpaceFlow,15,1.0,0.7900423216768026,0.7687926774880628,0.8544828736031398,0.9128205128205128,0.7731247655754034,0.7645130651634631,0.7687926774880628
69,scCube,sim1,15_1,stLearn,15,1.0,0.8241145823193001,0.7552542702409669,0.8780128968221412,0.9188278388278388,0.7622800581603265,0.7483568571454333,0.7552542702409668
70,scCube,sim1,25_0.2,BASS,25,0.2,0.005531936945397,0.0034301777467384,0.6123981955068633,0.5501831501831502,0.0017625195317718,0.0637325674963989,0.0034301777467384
