,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Rep
134,SRTsim,sim4,SRTsim_4_7,stLearn,0.3336656708408778,0.5888878147000886,0.3962881337604489,0.4829752066115702,0.5680336702430864,0.61133154838892,0.5888878147000884,6.088593006134033,352.60200023651123,0.5705785123966942,0.074590088234223,-0.0434472508896405,2
135,SRTsim,sim4,SRTsim_4_8,CCST,0.4234979454705276,0.6945548959014873,0.4984156043012401,0.5252892561983471,0.6349165856763758,0.766558449864394,0.6945548959014873,279.734991312027,845.4967384338379,0.0866115702479338,0.0632053902885108,-0.0442278670164605,2
136,SRTsim,sim4,SRTsim_4_8,DeepST,0.5732723295561366,0.7645596535808572,0.6005567097843919,0.703801652892562,0.7612937292189921,0.7678537200817549,0.7645596535808573,59.906957387924194,858.7852554321289,0.1619834710743801,0.0641009929144563,-0.0271292254791247,2
137,SRTsim,sim4,SRTsim_4_8,GraphST,0.3626506761260163,0.6002057870103098,0.4110565500812158,0.5153719008264462,0.5844292015148886,0.6168577774291678,0.6002057870103098,25.954790592193604,581.4233331680298,0.2542148760330578,0.0666676790955902,-0.0765478120664407,2
138,SRTsim,sim4,SRTsim_4_8,SEDR,0.6037723697909454,0.7652170257843256,0.6286270546746409,0.7669421487603306,0.764453480043393,0.7659820983284078,0.7652170257843256,21.830745697021484,386.4122009277344,0.1811570247933884,0.0640460088643368,-0.0075141060529214,2
139,SRTsim,sim4,SRTsim_4_8,SpaceFlow,0.4645942702755353,0.6819786628308014,0.5057398195440794,0.5980165289256199,0.664304904809162,0.7006185411024763,0.6819786628308016,14.631969928741457,477.6578960418701,0.1692561983471074,0.0632122925868395,-0.0424328288547617,2
140,SRTsim,sim4,SRTsim_4_8,SpaGCN,0.4006841160380022,0.6424914054527344,0.4627583746081242,0.4813223140495867,0.6011284296435359,0.6899672835715446,0.6424914054527344,48.53013777732849,579.6950092315674,0.3709090909090909,0.071857736292717,-0.0152707523581816,2
141,SRTsim,sim4,SRTsim_4_8,SpatialMGCN,0.5149597887229552,0.7226416972737094,0.5507981963663793,0.6198347107438017,0.7075433570108465,0.7383984576946486,0.7226416972737094,55.429585218429565,593.5887403488159,0.1920661157024793,0.063792574526426,-0.0324355926453426,2
142,SRTsim,sim4,SRTsim_4_8,STAGATE,0.4553192942439464,0.6706589073331766,0.494289505845971,0.5715702479338843,0.6577593728032565,0.6840745167718214,0.6706589073331766,70.46677041053772,477.6788854598999,0.2813223140495868,0.0673831730293098,-0.0308833212498242,2
143,SRTsim,sim4,SRTsim_4_8,stLearn,0.2899547737264314,0.5626209241668946,0.3385747532227107,0.4350413223140495,0.5543806832548701,0.5711098248192487,0.5626209241668946,5.894704341888428,352.601676940918,0.7259504132231405,0.0771977392376789,-0.0526976009052804,2
